@RELATION compras

@ATTRIBUTE id NUMERIC
@ATTRIBUTE sexo STRING
@ATTRIBUTE estado_civil STRING
@ATTRIBUTE cidade STRING
@ATTRIBUTE bairro STRING
@ATTRIBUTE estado STRING
@ATTRIBUTE produto STRING
@ATTRIBUTE preco NUMERIC
@ATTRIBUTE estabelecimento STRING
@ATTRIBUTE data_compra DATE "yyyy-MM-dd"

@DATA
2357,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Rustic Rubber Clock",16.25,"GAMES","2017-10-13"
2358,"F","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Sleek Concrete Pants",89.15,"INFORMATICA","2017-09-19"
2359,"F","DIVORCIADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Heavy Duty Marble Table",2.15,"CELULARES E TELEFONIA","2017-10-09"
2360,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Heavy Duty Leather Bag",64.45,"BELEZA E PERFUMARIA","2017-10-09"
2361,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Incredible Concrete Bench",12.43,"BRINQUEDOS","2017-10-08"
2362,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Heavy Duty Granite Bottle",66.97,"BELEZA E PERFUMARIA","2017-10-28"
2363,"M","VIUVO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Durable Wooden Lamp",59.11,"LIVROS","2017-09-20"
2364,"M","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Enormous Copper Plate",68.04,"LIVROS","2017-09-21"
2365,"M","DIVORCIADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Intelligent Concrete Keyboard",25.26,"ELETRODOMESTICOS","2017-10-21"
2366,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Iron Bench",24.42,"CELULARES E TELEFONIA","2017-11-10"
2367,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Synergistic Silk Lamp",6.75,"CELULARES E TELEFONIA","2017-10-07"
2368,"F","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Small Granite Bench",76.83,"INFORMATICA","2017-09-27"
2369,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Awesome Iron Knife",95.9,"LIVROS","2017-09-24"
2370,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Intelligent Plastic Bottle",80.48,"ELETRODOMESTICOS","2017-10-15"
2371,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Heavy Duty Copper Table",48.79,"DECORACAO","2017-10-24"
2372,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Small Aluminum Table",95.74,"GAMES","2017-09-18"
2373,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Practical Steel Hat",42.83,"GAMES","2017-10-01"
2374,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Synergistic Marble Coat",6.31,"CELULARES E TELEFONIA","2017-10-06"
2375,"F","DIVORCIADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Rustic Wool Bottle",50.94,"ELETRODOMESTICOS","2017-09-18"
2376,"M","VIUVO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Aerodynamic Wooden Keyboard",68.38,"DECORACAO","2017-11-05"
2377,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Sleek Concrete Bench",37.66,"GAMES","2017-10-26"
2378,"M","DIVORCIADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Heavy Duty Leather Bottle",94.75,"BELEZA E PERFUMARIA","2017-11-13"
2379,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Rustic Wooden Lamp",58.9,"DECORACAO","2017-10-01"
2380,"M","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Intelligent Plastic Knife",88.81,"ELETRODOMESTICOS","2017-09-19"
2381,"M","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Synergistic Leather Knife",9.94,"DECORACAO","2017-10-04"
2382,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Mediocre Iron Coat",7.5,"LIVROS","2017-09-30"
2383,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Copper Wallet",70.51,"BELEZA E PERFUMARIA","2017-10-08"
2384,"M","DIVORCIADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Rustic Concrete Pants",30.96,"LIVROS","2017-10-17"
2385,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Practical Cotton Lamp",65.27,"LIVROS","2017-09-29"
2386,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Awesome Aluminum Bag",95.49,"GAMES","2017-10-25"
2387,"F","DIVORCIADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Incredible Iron Computer",40.74,"BRINQUEDOS","2017-10-29"
2388,"M","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Enormous Wool Car",84.26,"DECORACAO","2017-10-15"
2389,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Practical Rubber Chair",20.38,"BELEZA E PERFUMARIA","2017-11-02"
2390,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Small Silk Gloves",70.17,"GAMES","2017-10-03"
2391,"M","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Awesome Bronze Coat",2.78,"DECORACAO","2017-10-07"
2392,"M","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Ergonomic Concrete Pants",4.52,"BRINQUEDOS","2017-09-27"
2393,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Lightweight Steel Computer",66.3,"LIVROS","2017-09-24"
2394,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Small Concrete Table",73.41,"GAMES","2017-10-08"
2395,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Small Aluminum Knife",57.25,"DECORACAO","2017-09-17"
2396,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Bronze Coat",28.23,"GAMES","2017-09-16"
2397,"M","DIVORCIADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Aerodynamic Silk Lamp",0.46,"GAMES","2017-10-12"
2398,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Sleek Wool Hat",76.91,"BELEZA E PERFUMARIA","2017-10-14"
2399,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Durable Wool Chair",74.33,"CELULARES E TELEFONIA","2017-09-29"
2400,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Copper Coat",80.2,"BRINQUEDOS","2017-09-18"
2401,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Gorgeous Iron Coat",30.34,"BRINQUEDOS","2017-10-23"
2402,"F","VIUVO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Practical Steel Table",74.72,"BRINQUEDOS","2017-09-15"
2403,"M","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Awesome Linen Coat",98.13,"LIVROS","2017-10-27"
2404,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Durable Concrete Wallet",71.14,"LIVROS","2017-10-02"
2405,"M","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Sleek Plastic Bench",51.61,"BELEZA E PERFUMARIA","2017-09-25"
2406,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Durable Bronze Bench",76.94,"BRINQUEDOS","2017-10-25"
2407,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Aerodynamic Wool Gloves",44.66,"ELETRODOMESTICOS","2017-11-01"
2408,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Synergistic Iron Bench",89,"INFORMATICA","2017-10-25"
2409,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Rustic Paper Lamp",18.48,"CELULARES E TELEFONIA","2017-10-09"
2410,"M","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Gorgeous Silk Clock",92.57,"ELETRODOMESTICOS","2017-10-26"
2411,"M","DIVORCIADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Synergistic Marble Computer",73.31,"LIVROS","2017-10-01"
2412,"M","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Heavy Duty Cotton Knife",67.08,"DECORACAO","2017-10-25"
2413,"M","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Rustic Wool Watch",10.82,"DECORACAO","2017-11-01"
2414,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Enormous Paper Gloves",79.59,"BELEZA E PERFUMARIA","2017-10-02"
2415,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Incredible Wool Shoes",84.32,"BELEZA E PERFUMARIA","2017-10-11"
2416,"M","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Ergonomic Marble Coat",11.75,"DECORACAO","2017-09-26"
2417,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Incredible Wool Knife",0.13,"BELEZA E PERFUMARIA","2017-10-20"
2418,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Lightweight Leather Lamp",94.43,"BELEZA E PERFUMARIA","2017-09-27"
2419,"F","VIUVO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Incredible Copper Bench",89.25,"CELULARES E TELEFONIA","2017-10-22"
2420,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Sleek Iron Knife",50.68,"INFORMATICA","2017-10-02"
2421,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Aerodynamic Linen Wallet",88.76,"DECORACAO","2017-10-01"
2422,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Heavy Duty Silk Gloves",11.83,"GAMES","2017-10-28"
2423,"F","DIVORCIADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Heavy Duty Cotton Watch",60.36,"LIVROS","2017-11-14"
2424,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Incredible Steel Plate",75.49,"INFORMATICA","2017-11-05"
2425,"M","DIVORCIADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Mediocre Plastic Bag",59.35,"GAMES","2017-10-16"
2426,"F","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Rustic Aluminum Keyboard",95.8,"BELEZA E PERFUMARIA","2017-10-05"
2427,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Rubber Gloves",92.84,"DECORACAO","2017-10-06"
2428,"M","VIUVO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Small Wool Shirt",37.34,"BELEZA E PERFUMARIA","2017-10-29"
2429,"M","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Heavy Duty Wool Shirt",94.26,"LIVROS","2017-11-13"
2430,"F","VIUVO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Enormous Paper Car",41.58,"INFORMATICA","2017-10-13"
2431,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Small Cotton Table",76.48,"CELULARES E TELEFONIA","2017-10-03"
2432,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Enormous Copper Coat",58.7,"ELETRODOMESTICOS","2017-11-07"
2433,"M","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Intelligent Leather Bag",37.2,"DECORACAO","2017-09-23"
2434,"F","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Fantastic Bronze Hat",67.91,"DECORACAO","2017-10-10"
2435,"M","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Gorgeous Copper Watch",69.66,"DECORACAO","2017-10-08"
2436,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Paper Lamp",2.85,"ELETRODOMESTICOS","2017-09-18"
2437,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Intelligent Linen Clock",57.53,"BELEZA E PERFUMARIA","2017-09-25"
2438,"F","VIUVO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Small Concrete Pants",5.35,"CELULARES E TELEFONIA","2017-11-02"
2439,"F","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Awesome Leather Car",78.53,"BELEZA E PERFUMARIA","2017-10-22"
2440,"M","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Small Copper Bench",54.14,"GAMES","2017-10-31"
2441,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Sleek Marble Chair",25.13,"CELULARES E TELEFONIA","2017-10-07"
2442,"F","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Ergonomic Aluminum Wallet",20.51,"BRINQUEDOS","2017-09-19"
2443,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Rubber Bag",66.26,"ELETRODOMESTICOS","2017-10-24"
2444,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Gorgeous Wool Bench",37.91,"BRINQUEDOS","2017-10-16"
2445,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Ergonomic Rubber Gloves",53.13,"DECORACAO","2017-10-21"
2446,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Synergistic Concrete Lamp",59.76,"DECORACAO","2017-10-05"
2447,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Steel Bench",60.22,"INFORMATICA","2017-10-30"
2448,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Aluminum Lamp",41.04,"BRINQUEDOS","2017-10-25"
2449,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Mediocre Silk Hat",79.89,"BELEZA E PERFUMARIA","2017-10-23"
2450,"M","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Ergonomic Paper Gloves",94.17,"GAMES","2017-09-30"
2451,"M","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Practical Iron Hat",70.87,"CELULARES E TELEFONIA","2017-09-17"
2452,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Aerodynamic Cotton Shirt",50.55,"DECORACAO","2017-10-14"
2453,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Mediocre Concrete Plate",15.72,"LIVROS","2017-10-07"
2454,"F","VIUVO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Small Marble Knife",61.8,"BRINQUEDOS","2017-10-09"
2455,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Fantastic Iron Bottle",37,"CELULARES E TELEFONIA","2017-10-09"
2456,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Mediocre Wooden Plate",19.12,"BRINQUEDOS","2017-09-30"
2457,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Aluminum Clock",58.39,"DECORACAO","2017-10-10"
2458,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Incredible Copper Clock",64.78,"GAMES","2017-10-15"
2459,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Marble Shirt",4.61,"DECORACAO","2017-11-06"
2460,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Enormous Iron Lamp",69.07,"CELULARES E TELEFONIA","2017-11-05"
2461,"F","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Synergistic Aluminum Bottle",15.01,"BELEZA E PERFUMARIA","2017-10-05"
2462,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Enormous Silk Shirt",75.14,"GAMES","2017-09-18"
2463,"F","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Enormous Silk Computer",27.49,"GAMES","2017-09-20"
2464,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Iron Gloves",29.94,"DECORACAO","2017-10-25"
2465,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Heavy Duty Aluminum Shoes",28.68,"BELEZA E PERFUMARIA","2017-11-08"
2466,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Concrete Chair",0.8,"CELULARES E TELEFONIA","2017-11-11"
2467,"M","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Fantastic Paper Watch",49.88,"LIVROS","2017-11-11"
2468,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Synergistic Silk Shirt",94.65,"LIVROS","2017-10-07"
2469,"M","VIUVO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Heavy Duty Bronze Wallet",19.92,"BRINQUEDOS","2017-10-19"
2470,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Heavy Duty Copper Keyboard",52.73,"BELEZA E PERFUMARIA","2017-10-04"
2471,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Sleek Linen Plate",50.63,"CELULARES E TELEFONIA","2017-11-06"
2472,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Rustic Wooden Car",33.77,"GAMES","2017-09-18"
2473,"F","DIVORCIADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Durable Leather Shirt",3.56,"GAMES","2017-09-17"
2474,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Small Marble Shirt",55.86,"ELETRODOMESTICOS","2017-10-24"
2475,"F","VIUVO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Aerodynamic Linen Bag",11.97,"INFORMATICA","2017-11-12"
2476,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Aerodynamic Paper Knife",7.94,"CELULARES E TELEFONIA","2017-09-23"
2477,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Small Concrete Coat",34.9,"BELEZA E PERFUMARIA","2017-10-26"
2478,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Heavy Duty Marble Watch",9.27,"DECORACAO","2017-10-03"
2479,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Practical Granite Computer",88.69,"BRINQUEDOS","2017-09-24"
2480,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Rubber Knife",22.71,"ELETRODOMESTICOS","2017-11-06"
2481,"M","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Heavy Duty Granite Gloves",14.99,"ELETRODOMESTICOS","2017-10-03"
2482,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Small Granite Pants",56.98,"GAMES","2017-10-28"
2483,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Enormous Granite Shirt",77.14,"BELEZA E PERFUMARIA","2017-11-06"
2484,"M","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Fantastic Wool Chair",14.67,"CELULARES E TELEFONIA","2017-10-24"
2485,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Enormous Concrete Bag",54.23,"GAMES","2017-11-08"
2486,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Intelligent Paper Hat",10.85,"BELEZA E PERFUMARIA","2017-11-08"
2487,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Sleek Bronze Clock",32.79,"GAMES","2017-09-19"
2488,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Rustic Concrete Clock",25.95,"BRINQUEDOS","2017-10-26"
2489,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Heavy Duty Iron Knife",8.21,"CELULARES E TELEFONIA","2017-10-28"
2490,"F","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Small Wooden Coat",29.26,"CELULARES E TELEFONIA","2017-09-19"
2491,"F","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Rustic Iron Knife",90.58,"BELEZA E PERFUMARIA","2017-10-29"
2492,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Gorgeous Steel Coat",26.94,"INFORMATICA","2017-10-12"
2493,"F","DIVORCIADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Enormous Linen Keyboard",89.26,"BELEZA E PERFUMARIA","2017-10-11"
2494,"M","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Awesome Plastic Bag",50.7,"LIVROS","2017-11-04"
2495,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Lightweight Plastic Car",67.75,"ELETRODOMESTICOS","2017-10-01"
2496,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Incredible Linen Pants",62,"DECORACAO","2017-10-18"
2497,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Enormous Marble Shoes",14.94,"BELEZA E PERFUMARIA","2017-09-15"
2498,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Rustic Concrete Coat",99.49,"BRINQUEDOS","2017-10-20"
2499,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Silk Hat",93.95,"GAMES","2017-09-19"
2500,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Fantastic Iron Pants",68.35,"INFORMATICA","2017-09-22"
2501,"M","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Awesome Silk Clock",20.26,"CELULARES E TELEFONIA","2017-11-05"
2502,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Sleek Marble Lamp",55.31,"GAMES","2017-09-25"
2503,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Lightweight Granite Table",53.42,"BRINQUEDOS","2017-10-06"
2504,"F","VIUVO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Durable Plastic Hat",32.23,"INFORMATICA","2017-10-13"
2505,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Wooden Chair",40.19,"ELETRODOMESTICOS","2017-09-26"
2506,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Practical Wooden Watch",68.17,"INFORMATICA","2017-11-08"
2507,"F","DIVORCIADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Gorgeous Iron Gloves",28.55,"BRINQUEDOS","2017-11-03"
2508,"M","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Fantastic Rubber Knife",27.01,"GAMES","2017-10-12"
2509,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Marble Computer",70.88,"BELEZA E PERFUMARIA","2017-10-07"
2510,"F","DIVORCIADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Practical Iron Lamp",74.11,"BELEZA E PERFUMARIA","2017-09-26"
2511,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Awesome Plastic Coat",6.07,"GAMES","2017-10-02"
2512,"F","VIUVO","VITORIA","MARUIPE","ESPIRITO SANTO","Awesome Marble Shirt",93.81,"BELEZA E PERFUMARIA","2017-10-10"
2513,"F","VIUVO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Gorgeous Granite Gloves",64.26,"BRINQUEDOS","2017-09-27"
2514,"F","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Durable Iron Lamp",51.04,"INFORMATICA","2017-10-12"
2515,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Heavy Duty Wooden Chair",84.05,"ELETRODOMESTICOS","2017-11-04"
2516,"M","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Mediocre Iron Bench",18.81,"BELEZA E PERFUMARIA","2017-10-16"
2517,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Aerodynamic Linen Bench",96.39,"GAMES","2017-11-05"
2518,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Aerodynamic Aluminum Lamp",28.32,"LIVROS","2017-10-19"
2519,"M","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Mediocre Paper Watch",93.67,"INFORMATICA","2017-11-14"
2520,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Rustic Iron Keyboard",83.99,"BELEZA E PERFUMARIA","2017-09-26"
2521,"M","DIVORCIADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Durable Paper Hat",56.53,"INFORMATICA","2017-10-30"
2522,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Aerodynamic Granite Hat",20.48,"ELETRODOMESTICOS","2017-11-09"
2523,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Synergistic Concrete Coat",65.27,"LIVROS","2017-11-06"
2524,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Durable Aluminum Bottle",31.1,"CELULARES E TELEFONIA","2017-09-17"
2525,"F","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Fantastic Plastic Shirt",42.89,"LIVROS","2017-10-26"
2526,"F","DIVORCIADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Mediocre Steel Lamp",16.37,"LIVROS","2017-09-22"
2527,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Iron Plate",85.23,"BELEZA E PERFUMARIA","2017-10-11"
2528,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Iron Bench",32.59,"BRINQUEDOS","2017-10-13"
2529,"M","VIUVO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Durable Steel Computer",42.65,"BRINQUEDOS","2017-10-18"
2530,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Fantastic Marble Clock",64.91,"INFORMATICA","2017-11-09"
2531,"F","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Ergonomic Wooden Bottle",95.26,"LIVROS","2017-11-14"
2532,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Sleek Steel Knife",96.23,"ELETRODOMESTICOS","2017-09-24"
2533,"F","DIVORCIADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Lightweight Concrete Car",61.12,"BELEZA E PERFUMARIA","2017-09-15"
2534,"M","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Lightweight Wool Shoes",82.25,"INFORMATICA","2017-09-19"
2535,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Practical Leather Wallet",49.16,"BRINQUEDOS","2017-10-24"
2536,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Intelligent Wooden Knife",88.71,"INFORMATICA","2017-10-11"
