@RELATION compras

@ATTRIBUTE sexo {F,M}
@ATTRIBUTE estado_civil {DIVORCIADO, SOLTEIRO, VIUVO, CASADO}
@ATTRIBUTE bairro {CENTRO, 'SANTO ANTONIO', JUCUTUQUARA, MARUIPE, 'PRAIA DO CANTO', 'SAO PEDRO', GOIABEIRAS, 'JARDIM CAMBURI', 'JARDIM DA PENHA'}
@ATTRIBUTE preco {'ate 100', 'de 100 a 200', 'de 200 a 300', 'de 300 a 400', 'de 400 a 500', 'acima de 500'}
@ATTRIBUTE estabelecimento {INFORMATICA, BRINQUEDOS, 'CELULARES E TELEFONIA', ELETRODOMESTICOS, 'BELEZA E PERFUMARIA', GAMES, LIVROS, DECORACAO}
@ATTRIBUTE data_compra_dia NUMERIC
@ATTRIBUTE data_compra_mes NUMERIC
@ATTRIBUTE data_compra_semana {Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday}
@ATTRIBUTE idade {'18-25', '26-35', '35-45', '46-60', 'acima de 60'}

@DATA
"F","SOLTEIRO","JUCUTUQUARA","de 200 a 300","BELEZA E PERFUMARIA",12,12,"Monday","26-35"
"F","CASADO","JARDIM CAMBURI","de 200 a 300","ELETRODOMESTICOS",27,1,"Wednesday","35-45"
"F","DIVORCIADO","SANTO ANTONIO","de 400 a 500","CELULARES E TELEFONIA",7,8,"Sunday","18-25"
"F","DIVORCIADO","MARUIPE","de 300 a 400","ELETRODOMESTICOS",29,9,"Thursday","35-45"
"F","CASADO","MARUIPE","de 100 a 200","BELEZA E PERFUMARIA",9,7,"Saturday","18-25"
"F","DIVORCIADO","CENTRO","de 200 a 300","BELEZA E PERFUMARIA",21,2,"Sunday","26-35"
"F","DIVORCIADO","PRAIA DO CANTO","de 100 a 200","BELEZA E PERFUMARIA",16,3,"Wednesday","18-25"
"F","SOLTEIRO","MARUIPE","de 300 a 400","LIVROS",30,4,"Saturday","26-35"
"F","DIVORCIADO","CENTRO","de 300 a 400","DECORACAO",30,7,"Saturday","18-25"
"F","CASADO","CENTRO","de 200 a 300","INFORMATICA",27,1,"Wednesday","18-25"
"F","CASADO","CENTRO","de 200 a 300","DECORACAO",10,9,"Saturday","26-35"
"F","DIVORCIADO","JARDIM CAMBURI","de 400 a 500","LIVROS",20,10,"Thursday","46-60"
"F","DIVORCIADO","PRAIA DO CANTO","de 200 a 300","CELULARES E TELEFONIA",4,11,"Friday","26-35"
"F","DIVORCIADO","CENTRO","ate 100","DECORACAO",15,4,"Friday","18-25"
"F","DIVORCIADO","JARDIM CAMBURI","ate 100","LIVROS",1,7,"Friday","26-35"
"F","DIVORCIADO","SANTO ANTONIO","de 100 a 200","ELETRODOMESTICOS",14,2,"Sunday","35-45"
"F","SOLTEIRO","PRAIA DO CANTO","de 200 a 300","CELULARES E TELEFONIA",7,9,"Wednesday","35-45"
"F","DIVORCIADO","MARUIPE","de 200 a 300","BELEZA E PERFUMARIA",9,1,"Saturday","35-45"
"F","VIUVO","JUCUTUQUARA","de 400 a 500","BRINQUEDOS",28,1,"Thursday","18-25"
"F","SOLTEIRO","PRAIA DO CANTO","de 300 a 400","ELETRODOMESTICOS",19,8,"Friday","acima de 60"
"F","DIVORCIADO","MARUIPE","de 100 a 200","LIVROS",30,9,"Friday","35-45"
"F","VIUVO","PRAIA DO CANTO","de 200 a 300","BRINQUEDOS",12,5,"Thursday","46-60"
"F","DIVORCIADO","JUCUTUQUARA","ate 100","ELETRODOMESTICOS",15,10,"Saturday","46-60"
"F","CASADO","JUCUTUQUARA","de 200 a 300","CELULARES E TELEFONIA",19,11,"Saturday","26-35"
"F","CASADO","MARUIPE","ate 100","BRINQUEDOS",28,5,"Saturday","35-45"
"F","SOLTEIRO","JUCUTUQUARA","de 200 a 300","GAMES",6,8,"Saturday","46-60"
"F","SOLTEIRO","PRAIA DO CANTO","de 300 a 400","LIVROS",25,11,"Friday","35-45"
"F","SOLTEIRO","SANTO ANTONIO","acima de 500","LIVROS",8,3,"Tuesday","26-35"
"F","DIVORCIADO","PRAIA DO CANTO","de 200 a 300","INFORMATICA",10,9,"Saturday","18-25"
"F","CASADO","SANTO ANTONIO","de 200 a 300","ELETRODOMESTICOS",15,7,"Friday","35-45"
"F","SOLTEIRO","GOIABEIRAS","de 100 a 200","ELETRODOMESTICOS",30,1,"Saturday","35-45"
"F","DIVORCIADO","SANTO ANTONIO","de 100 a 200","BRINQUEDOS",16,12,"Friday","46-60"
"F","DIVORCIADO","SANTO ANTONIO","de 400 a 500","BRINQUEDOS",3,9,"Saturday","18-25"
"F","SOLTEIRO","MARUIPE","ate 100","LIVROS",13,10,"Thursday","18-25"
"F","CASADO","CENTRO","de 200 a 300","DECORACAO",21,3,"Monday","35-45"
"F","VIUVO","SANTO ANTONIO","de 100 a 200","DECORACAO",6,5,"Friday","18-25"
"F","CASADO","PRAIA DO CANTO","ate 100","LIVROS",18,8,"Thursday","18-25"
"F","CASADO","CENTRO","de 200 a 300","BELEZA E PERFUMARIA",29,1,"Friday","46-60"
"F","DIVORCIADO","CENTRO","de 400 a 500","BELEZA E PERFUMARIA",31,12,"Thursday","35-45"
"F","SOLTEIRO","CENTRO","de 200 a 300","DECORACAO",5,10,"Wednesday","35-45"
"F","SOLTEIRO","PRAIA DO CANTO","de 200 a 300","ELETRODOMESTICOS",22,1,"Friday","35-45"
"F","CASADO","JARDIM CAMBURI","de 200 a 300","LIVROS",8,4,"Friday","35-45"
"F","CASADO","CENTRO","de 100 a 200","GAMES",23,6,"Thursday","18-25"
"F","DIVORCIADO","CENTRO","de 200 a 300","LIVROS",2,11,"Wednesday","18-25"
"F","CASADO","SAO PEDRO","de 300 a 400","BELEZA E PERFUMARIA",31,7,"Sunday","35-45"
"F","SOLTEIRO","JUCUTUQUARA","de 200 a 300","BRINQUEDOS",29,3,"Tuesday","18-25"
"F","DIVORCIADO","CENTRO","de 400 a 500","LIVROS",25,6,"Saturday","35-45"
"F","CASADO","JARDIM CAMBURI","de 300 a 400","DECORACAO",16,7,"Saturday","35-45"
"F","SOLTEIRO","SAO PEDRO","de 200 a 300","DECORACAO",7,12,"Wednesday","18-25"
"F","VIUVO","GOIABEIRAS","ate 100","DECORACAO",30,12,"Friday","35-45"
"F","CASADO","CENTRO","de 100 a 200","BELEZA E PERFUMARIA",24,12,"Saturday","18-25"
"F","CASADO","CENTRO","de 300 a 400","BRINQUEDOS",25,8,"Thursday","35-45"
"F","VIUVO","PRAIA DO CANTO","de 100 a 200","BELEZA E PERFUMARIA",7,2,"Sunday","26-35"
"F","SOLTEIRO","PRAIA DO CANTO","de 300 a 400","CELULARES E TELEFONIA",18,6,"Saturday","18-25"
"F","CASADO","PRAIA DO CANTO","de 200 a 300","ELETRODOMESTICOS",1,5,"Sunday","35-45"
"F","DIVORCIADO","JUCUTUQUARA","de 100 a 200","DECORACAO",25,3,"Friday","46-60"
"F","CASADO","PRAIA DO CANTO","ate 100","BRINQUEDOS",10,4,"Sunday","46-60"
"F","CASADO","PRAIA DO CANTO","de 300 a 400","BELEZA E PERFUMARIA",31,8,"Wednesday","26-35"
"F","SOLTEIRO","PRAIA DO CANTO","de 300 a 400","BELEZA E PERFUMARIA",13,8,"Saturday","26-35"
"F","DIVORCIADO","MARUIPE","de 300 a 400","GAMES",6,8,"Saturday","26-35"
"F","SOLTEIRO","MARUIPE","de 100 a 200","BELEZA E PERFUMARIA",8,10,"Saturday","26-35"
"F","DIVORCIADO","SANTO ANTONIO","de 200 a 300","BELEZA E PERFUMARIA",12,3,"Saturday","18-25"
"F","CASADO","SANTO ANTONIO","de 200 a 300","BELEZA E PERFUMARIA",20,4,"Wednesday","18-25"
"F","DIVORCIADO","SANTO ANTONIO","de 100 a 200","CELULARES E TELEFONIA",7,10,"Friday","46-60"
"F","SOLTEIRO","SANTO ANTONIO","de 400 a 500","CELULARES E TELEFONIA",6,8,"Saturday","35-45"
"F","DIVORCIADO","CENTRO","de 300 a 400","DECORACAO",22,9,"Thursday","18-25"
"F","SOLTEIRO","CENTRO","de 100 a 200","DECORACAO",4,5,"Wednesday","18-25"
"F","SOLTEIRO","PRAIA DO CANTO","de 100 a 200","LIVROS",19,10,"Wednesday","46-60"
"F","DIVORCIADO","SAO PEDRO","de 200 a 300","BELEZA E PERFUMARIA",15,1,"Friday","26-35"
"F","DIVORCIADO","PRAIA DO CANTO","ate 100","LIVROS",4,9,"Sunday","35-45"
"F","VIUVO","SANTO ANTONIO","de 200 a 300","BELEZA E PERFUMARIA",14,10,"Friday","18-25"
"F","DIVORCIADO","CENTRO","de 100 a 200","CELULARES E TELEFONIA",9,1,"Saturday","acima de 60"
"F","DIVORCIADO","CENTRO","de 200 a 300","INFORMATICA",4,11,"Friday","35-45"
"F","DIVORCIADO","JARDIM CAMBURI","de 100 a 200","LIVROS",1,10,"Saturday","46-60"
"F","DIVORCIADO","MARUIPE","de 100 a 200","BRINQUEDOS",1,8,"Monday","35-45"
"F","DIVORCIADO","PRAIA DO CANTO","de 300 a 400","INFORMATICA",17,2,"Wednesday","18-25"
"F","DIVORCIADO","SANTO ANTONIO","de 400 a 500","ELETRODOMESTICOS",15,1,"Friday","acima de 60"
"F","SOLTEIRO","JUCUTUQUARA","ate 100","DECORACAO",19,11,"Saturday","acima de 60"
"F","VIUVO","CENTRO","de 200 a 300","LIVROS",28,1,"Thursday","35-45"
"F","DIVORCIADO","JARDIM CAMBURI","de 200 a 300","BRINQUEDOS",14,5,"Saturday","35-45"
"F","DIVORCIADO","SANTO ANTONIO","de 200 a 300","DECORACAO",25,1,"Monday","acima de 60"
"F","SOLTEIRO","MARUIPE","de 100 a 200","GAMES",4,3,"Friday","18-25"
"F","SOLTEIRO","JARDIM CAMBURI","de 300 a 400","ELETRODOMESTICOS",28,5,"Saturday","26-35"
"F","SOLTEIRO","CENTRO","de 100 a 200","BELEZA E PERFUMARIA",15,1,"Friday","35-45"
"F","CASADO","PRAIA DO CANTO","ate 100","INFORMATICA",1,1,"Friday","46-60"
"F","SOLTEIRO","SANTO ANTONIO","de 200 a 300","BELEZA E PERFUMARIA",30,1,"Saturday","18-25"
"F","SOLTEIRO","CENTRO","de 200 a 300","DECORACAO",14,7,"Thursday","acima de 60"
"F","SOLTEIRO","JARDIM CAMBURI","de 200 a 300","DECORACAO",27,2,"Saturday","35-45"
"F","VIUVO","JARDIM CAMBURI","de 200 a 300","CELULARES E TELEFONIA",14,7,"Thursday","26-35"
"F","DIVORCIADO","MARUIPE","de 300 a 400","CELULARES E TELEFONIA",9,4,"Saturday","acima de 60"
"F","SOLTEIRO","MARUIPE","acima de 500","LIVROS",6,2,"Saturday","acima de 60"
"F","CASADO","SAO PEDRO","de 200 a 300","ELETRODOMESTICOS",3,12,"Saturday","18-25"
"F","DIVORCIADO","SANTO ANTONIO","de 200 a 300","BRINQUEDOS",30,12,"Friday","26-35"
"F","DIVORCIADO","SAO PEDRO","de 200 a 300","BRINQUEDOS",8,8,"Monday","18-25"
"F","SOLTEIRO","SANTO ANTONIO","acima de 500","BRINQUEDOS",4,3,"Friday","26-35"
"F","SOLTEIRO","JUCUTUQUARA","ate 100","ELETRODOMESTICOS",25,1,"Monday","35-45"
"F","DIVORCIADO","GOIABEIRAS","de 100 a 200","DECORACAO",25,6,"Saturday","26-35"
"F","SOLTEIRO","MARUIPE","de 100 a 200","BRINQUEDOS",23,9,"Friday","26-35"
"F","CASADO","SANTO ANTONIO","de 200 a 300","DECORACAO",7,5,"Saturday","26-35"
"F","DIVORCIADO","JARDIM DA PENHA","de 400 a 500","BELEZA E PERFUMARIA",19,4,"Tuesday","46-60"
"F","DIVORCIADO","CENTRO","de 200 a 300","DECORACAO",20,9,"Tuesday","acima de 60"
"F","SOLTEIRO","SANTO ANTONIO","de 100 a 200","DECORACAO",15,1,"Friday","18-25"
"F","SOLTEIRO","JUCUTUQUARA","de 300 a 400","BELEZA E PERFUMARIA",15,9,"Thursday","18-25"
"F","DIVORCIADO","SAO PEDRO","de 200 a 300","DECORACAO",6,3,"Sunday","46-60"
"F","DIVORCIADO","JARDIM DA PENHA","de 400 a 500","CELULARES E TELEFONIA",14,5,"Saturday","35-45"
"F","CASADO","SAO PEDRO","de 100 a 200","BRINQUEDOS",1,4,"Friday","18-25"
"F","VIUVO","JUCUTUQUARA","ate 100","LIVROS",21,2,"Sunday","26-35"
"F","VIUVO","SAO PEDRO","de 200 a 300","BRINQUEDOS",7,10,"Friday","35-45"
"F","DIVORCIADO","SANTO ANTONIO","de 100 a 200","GAMES",16,9,"Friday","acima de 60"
"F","CASADO","GOIABEIRAS","ate 100","CELULARES E TELEFONIA",29,6,"Wednesday","acima de 60"
"F","SOLTEIRO","JARDIM CAMBURI","de 300 a 400","BELEZA E PERFUMARIA",29,1,"Friday","35-45"
"F","DIVORCIADO","JUCUTUQUARA","de 300 a 400","BELEZA E PERFUMARIA",9,10,"Sunday","26-35"
"F","DIVORCIADO","JARDIM DA PENHA","de 100 a 200","LIVROS",30,3,"Wednesday","35-45"
"F","SOLTEIRO","GOIABEIRAS","de 200 a 300","DECORACAO",11,9,"Sunday","18-25"
"F","CASADO","CENTRO","ate 100","INFORMATICA",9,1,"Saturday","acima de 60"
"F","SOLTEIRO","JUCUTUQUARA","de 200 a 300","DECORACAO",28,3,"Monday","35-45"
"F","DIVORCIADO","JARDIM DA PENHA","de 200 a 300","BRINQUEDOS",28,2,"Sunday","26-35"
"F","DIVORCIADO","JARDIM CAMBURI","de 200 a 300","BELEZA E PERFUMARIA",4,2,"Thursday","35-45"
"F","CASADO","CENTRO","de 400 a 500","DECORACAO",28,5,"Saturday","35-45"
"F","DIVORCIADO","SANTO ANTONIO","de 300 a 400","BRINQUEDOS",6,2,"Saturday","35-45"
"F","SOLTEIRO","SAO PEDRO","de 100 a 200","BRINQUEDOS",18,8,"Thursday","46-60"
"F","DIVORCIADO","GOIABEIRAS","ate 100","BRINQUEDOS",15,10,"Saturday","35-45"
"F","SOLTEIRO","MARUIPE","de 200 a 300","DECORACAO",17,8,"Wednesday","46-60"
"F","VIUVO","CENTRO","de 200 a 300","BRINQUEDOS",18,6,"Saturday","35-45"
"F","VIUVO","SAO PEDRO","de 200 a 300","BELEZA E PERFUMARIA",6,2,"Saturday","18-25"
"F","DIVORCIADO","JUCUTUQUARA","de 100 a 200","DECORACAO",27,2,"Saturday","18-25"
"F","SOLTEIRO","GOIABEIRAS","de 200 a 300","DECORACAO",13,8,"Saturday","26-35"
"F","CASADO","MARUIPE","de 300 a 400","BELEZA E PERFUMARIA",17,6,"Friday","35-45"
"F","SOLTEIRO","JARDIM CAMBURI","de 100 a 200","DECORACAO",23,11,"Wednesday","18-25"
"F","SOLTEIRO","SAO PEDRO","de 100 a 200","ELETRODOMESTICOS",16,12,"Friday","35-45"
"F","SOLTEIRO","CENTRO","de 200 a 300","LIVROS",19,1,"Tuesday","35-45"
"F","VIUVO","MARUIPE","de 400 a 500","BRINQUEDOS",9,4,"Saturday","35-45"
"F","VIUVO","PRAIA DO CANTO","de 200 a 300","LIVROS",4,2,"Thursday","18-25"
"F","VIUVO","CENTRO","de 200 a 300","BRINQUEDOS",30,4,"Saturday","18-25"
"F","SOLTEIRO","PRAIA DO CANTO","acima de 500","BRINQUEDOS",12,3,"Saturday","18-25"
"F","DIVORCIADO","CENTRO","de 400 a 500","ELETRODOMESTICOS",9,9,"Friday","acima de 60"
"F","DIVORCIADO","JARDIM CAMBURI","ate 100","BRINQUEDOS",18,3,"Friday","46-60"
"F","CASADO","PRAIA DO CANTO","acima de 500","LIVROS",26,8,"Friday","35-45"
"F","DIVORCIADO","CENTRO","acima de 500","BELEZA E PERFUMARIA",6,2,"Saturday","18-25"
"F","VIUVO","JARDIM CAMBURI","de 400 a 500","ELETRODOMESTICOS",16,8,"Tuesday","18-25"
"F","DIVORCIADO","JUCUTUQUARA","de 100 a 200","BRINQUEDOS",28,2,"Sunday","46-60"
"F","DIVORCIADO","PRAIA DO CANTO","ate 100","BRINQUEDOS",1,9,"Thursday","46-60"
"F","CASADO","CENTRO","ate 100","LIVROS",20,2,"Saturday","46-60"
"F","SOLTEIRO","PRAIA DO CANTO","acima de 500","BELEZA E PERFUMARIA",9,11,"Wednesday","26-35"
"F","SOLTEIRO","SAO PEDRO","acima de 500","ELETRODOMESTICOS",17,12,"Saturday","46-60"
"F","VIUVO","SANTO ANTONIO","de 300 a 400","BELEZA E PERFUMARIA",30,1,"Saturday","35-45"
"F","CASADO","SANTO ANTONIO","de 200 a 300","GAMES",17,12,"Saturday","35-45"
"F","VIUVO","MARUIPE","de 300 a 400","BRINQUEDOS",9,1,"Saturday","18-25"
"F","CASADO","CENTRO","de 200 a 300","DECORACAO",30,4,"Saturday","18-25"
"F","SOLTEIRO","CENTRO","de 400 a 500","INFORMATICA",30,4,"Saturday","35-45"
"F","SOLTEIRO","MARUIPE","ate 100","ELETRODOMESTICOS",14,1,"Thursday","18-25"
"F","SOLTEIRO","CENTRO","de 200 a 300","BELEZA E PERFUMARIA",16,6,"Thursday","35-45"
"F","SOLTEIRO","JARDIM CAMBURI","ate 100","BELEZA E PERFUMARIA",5,2,"Friday","35-45"
"F","SOLTEIRO","CENTRO","de 200 a 300","DECORACAO",23,4,"Saturday","46-60"
"F","CASADO","JUCUTUQUARA","de 300 a 400","BRINQUEDOS",24,11,"Thursday","18-25"
"F","SOLTEIRO","CENTRO","de 200 a 300","BRINQUEDOS",4,6,"Saturday","46-60"
"F","VIUVO","JARDIM DA PENHA","ate 100","BRINQUEDOS",24,11,"Thursday","26-35"
"F","CASADO","JARDIM CAMBURI","de 200 a 300","CELULARES E TELEFONIA",3,11,"Thursday","35-45"
"F","CASADO","JARDIM CAMBURI","ate 100","LIVROS",6,12,"Tuesday","35-45"
"F","CASADO","JUCUTUQUARA","ate 100","LIVROS",18,9,"Sunday","46-60"
"F","DIVORCIADO","CENTRO","de 200 a 300","BELEZA E PERFUMARIA",24,12,"Saturday","26-35"
"F","SOLTEIRO","JARDIM CAMBURI","de 200 a 300","BELEZA E PERFUMARIA",15,1,"Friday","18-25"
"F","SOLTEIRO","SANTO ANTONIO","de 100 a 200","BRINQUEDOS",22,12,"Thursday","35-45"
"F","SOLTEIRO","PRAIA DO CANTO","acima de 500","DECORACAO",17,2,"Wednesday","26-35"
"F","DIVORCIADO","SANTO ANTONIO","de 100 a 200","BELEZA E PERFUMARIA",23,7,"Saturday","35-45"
"F","SOLTEIRO","CENTRO","de 400 a 500","CELULARES E TELEFONIA",15,11,"Tuesday","26-35"
"F","DIVORCIADO","JARDIM CAMBURI","de 100 a 200","LIVROS",10,7,"Sunday","26-35"
"F","SOLTEIRO","JUCUTUQUARA","de 200 a 300","BRINQUEDOS",2,7,"Saturday","26-35"
"F","CASADO","PRAIA DO CANTO","de 300 a 400","DECORACAO",25,11,"Friday","26-35"
"F","DIVORCIADO","CENTRO","de 300 a 400","LIVROS",31,8,"Wednesday","35-45"
"F","VIUVO","PRAIA DO CANTO","de 200 a 300","BELEZA E PERFUMARIA",7,11,"Monday","46-60"
"F","CASADO","SANTO ANTONIO","de 300 a 400","BELEZA E PERFUMARIA",2,4,"Saturday","46-60"
"F","SOLTEIRO","SANTO ANTONIO","de 100 a 200","LIVROS",17,3,"Thursday","35-45"
"F","SOLTEIRO","SAO PEDRO","de 200 a 300","CELULARES E TELEFONIA",1,3,"Tuesday","46-60"
"F","CASADO","JUCUTUQUARA","de 100 a 200","BELEZA E PERFUMARIA",15,10,"Saturday","26-35"
"F","SOLTEIRO","SANTO ANTONIO","de 300 a 400","BELEZA E PERFUMARIA",25,12,"Sunday","18-25"
"F","SOLTEIRO","MARUIPE","de 100 a 200","LIVROS",24,9,"Saturday","18-25"
"F","SOLTEIRO","SANTO ANTONIO","de 200 a 300","BRINQUEDOS",28,10,"Friday","46-60"
"F","CASADO","JARDIM CAMBURI","de 300 a 400","CELULARES E TELEFONIA",9,1,"Saturday","26-35"
"F","CASADO","JARDIM DA PENHA","ate 100","ELETRODOMESTICOS",3,12,"Saturday","18-25"
"F","DIVORCIADO","CENTRO","de 200 a 300","ELETRODOMESTICOS",21,5,"Saturday","46-60"
"F","DIVORCIADO","SANTO ANTONIO","de 200 a 300","ELETRODOMESTICOS",13,4,"Wednesday","18-25"
"F","SOLTEIRO","SAO PEDRO","acima de 500","CELULARES E TELEFONIA",10,12,"Saturday","18-25"
"F","DIVORCIADO","SANTO ANTONIO","de 200 a 300","DECORACAO",9,10,"Sunday","26-35"
"F","SOLTEIRO","CENTRO","de 200 a 300","BELEZA E PERFUMARIA",29,7,"Friday","35-45"
"F","SOLTEIRO","JARDIM CAMBURI","de 100 a 200","BRINQUEDOS",13,5,"Friday","35-45"
"F","SOLTEIRO","CENTRO","de 200 a 300","DECORACAO",20,5,"Friday","46-60"
"F","SOLTEIRO","JARDIM CAMBURI","de 200 a 300","ELETRODOMESTICOS",11,12,"Sunday","35-45"
"F","DIVORCIADO","CENTRO","de 100 a 200","CELULARES E TELEFONIA",6,6,"Monday","26-35"
"F","CASADO","JUCUTUQUARA","de 200 a 300","DECORACAO",11,9,"Sunday","35-45"
"F","SOLTEIRO","JUCUTUQUARA","de 100 a 200","LIVROS",13,12,"Tuesday","26-35"
"F","SOLTEIRO","JARDIM DA PENHA","ate 100","BELEZA E PERFUMARIA",5,3,"Saturday","26-35"
"F","SOLTEIRO","JARDIM DA PENHA","de 200 a 300","LIVROS",12,2,"Friday","26-35"
"F","CASADO","JARDIM DA PENHA","de 100 a 200","BELEZA E PERFUMARIA",29,4,"Friday","35-45"
"F","DIVORCIADO","JUCUTUQUARA","de 200 a 300","CELULARES E TELEFONIA",12,11,"Saturday","26-35"
"F","CASADO","GOIABEIRAS","de 100 a 200","LIVROS",18,11,"Friday","26-35"
"F","DIVORCIADO","JUCUTUQUARA","de 300 a 400","INFORMATICA",2,4,"Saturday","acima de 60"
"F","DIVORCIADO","CENTRO","de 200 a 300","DECORACAO",28,11,"Monday","26-35"
"F","VIUVO","JUCUTUQUARA","acima de 500","BRINQUEDOS",8,4,"Friday","46-60"
"F","DIVORCIADO","CENTRO","de 100 a 200","BELEZA E PERFUMARIA",3,6,"Friday","35-45"
"F","SOLTEIRO","JUCUTUQUARA","de 300 a 400","BRINQUEDOS",3,6,"Friday","35-45"
"F","VIUVO","JARDIM CAMBURI","de 400 a 500","BRINQUEDOS",30,4,"Saturday","26-35"
"F","VIUVO","SANTO ANTONIO","de 300 a 400","BRINQUEDOS",26,11,"Saturday","46-60"
"F","CASADO","JARDIM CAMBURI","de 200 a 300","BRINQUEDOS",21,6,"Tuesday","acima de 60"
"F","SOLTEIRO","MARUIPE","acima de 500","CELULARES E TELEFONIA",1,3,"Tuesday","46-60"
"F","SOLTEIRO","CENTRO","de 200 a 300","DECORACAO",2,4,"Saturday","46-60"
"F","DIVORCIADO","JUCUTUQUARA","de 200 a 300","DECORACAO",28,3,"Monday","35-45"
"F","DIVORCIADO","PRAIA DO CANTO","de 200 a 300","BELEZA E PERFUMARIA",6,5,"Friday","35-45"
"F","DIVORCIADO","CENTRO","de 200 a 300","BELEZA E PERFUMARIA",17,4,"Sunday","35-45"
"F","DIVORCIADO","PRAIA DO CANTO","de 100 a 200","BRINQUEDOS",21,9,"Wednesday","35-45"
"F","CASADO","PRAIA DO CANTO","de 200 a 300","BELEZA E PERFUMARIA",17,12,"Saturday","26-35"
"F","DIVORCIADO","SANTO ANTONIO","de 400 a 500","LIVROS",30,7,"Saturday","26-35"
"F","DIVORCIADO","PRAIA DO CANTO","de 100 a 200","DECORACAO",23,9,"Friday","46-60"
"F","CASADO","CENTRO","acima de 500","BRINQUEDOS",30,6,"Thursday","18-25"
"F","VIUVO","JARDIM CAMBURI","de 300 a 400","DECORACAO",9,9,"Friday","35-45"
"F","SOLTEIRO","PRAIA DO CANTO","de 100 a 200","CELULARES E TELEFONIA",19,3,"Saturday","35-45"
"F","SOLTEIRO","SAO PEDRO","ate 100","BELEZA E PERFUMARIA",3,5,"Tuesday","46-60"
"F","SOLTEIRO","SAO PEDRO","ate 100","DECORACAO",25,6,"Saturday","26-35"
"F","VIUVO","PRAIA DO CANTO","de 300 a 400","LIVROS",29,9,"Thursday","18-25"
"F","DIVORCIADO","JARDIM CAMBURI","de 400 a 500","DECORACAO",31,7,"Sunday","18-25"
"F","DIVORCIADO","PRAIA DO CANTO","de 200 a 300","BELEZA E PERFUMARIA",7,2,"Sunday","18-25"
"F","CASADO","CENTRO","de 200 a 300","BRINQUEDOS",24,6,"Friday","18-25"
"F","DIVORCIADO","JUCUTUQUARA","de 300 a 400","BELEZA E PERFUMARIA",5,8,"Friday","46-60"
"F","VIUVO","JARDIM CAMBURI","de 200 a 300","BELEZA E PERFUMARIA",10,9,"Saturday","18-25"
"F","CASADO","JUCUTUQUARA","de 100 a 200","CELULARES E TELEFONIA",17,1,"Sunday","35-45"
"F","DIVORCIADO","SANTO ANTONIO","de 200 a 300","BELEZA E PERFUMARIA",22,4,"Friday","acima de 60"
"F","CASADO","JARDIM CAMBURI","de 100 a 200","LIVROS",10,8,"Wednesday","26-35"
"F","SOLTEIRO","CENTRO","ate 100","ELETRODOMESTICOS",29,7,"Friday","46-60"
"F","SOLTEIRO","CENTRO","de 100 a 200","BELEZA E PERFUMARIA",18,3,"Friday","18-25"
"F","CASADO","CENTRO","de 300 a 400","BELEZA E PERFUMARIA",22,1,"Friday","35-45"
"F","DIVORCIADO","SAO PEDRO","de 200 a 300","BRINQUEDOS",23,6,"Thursday","35-45"
"F","SOLTEIRO","PRAIA DO CANTO","de 100 a 200","ELETRODOMESTICOS",11,3,"Friday","46-60"
"F","SOLTEIRO","MARUIPE","ate 100","DECORACAO",14,5,"Saturday","18-25"
"F","CASADO","CENTRO","de 300 a 400","ELETRODOMESTICOS",25,12,"Sunday","acima de 60"
"F","CASADO","CENTRO","de 200 a 300","BRINQUEDOS",12,3,"Saturday","26-35"
"F","CASADO","SANTO ANTONIO","de 300 a 400","BELEZA E PERFUMARIA",14,10,"Friday","46-60"
"F","SOLTEIRO","SANTO ANTONIO","de 200 a 300","BELEZA E PERFUMARIA",2,4,"Saturday","26-35"
"F","DIVORCIADO","SAO PEDRO","de 100 a 200","BRINQUEDOS",9,7,"Saturday","18-25"
"F","CASADO","SANTO ANTONIO","de 200 a 300","BELEZA E PERFUMARIA",23,12,"Friday","35-45"
"F","SOLTEIRO","CENTRO","ate 100","ELETRODOMESTICOS",11,12,"Sunday","46-60"
"F","VIUVO","SANTO ANTONIO","acima de 500","BELEZA E PERFUMARIA",16,8,"Tuesday","26-35"
"F","CASADO","CENTRO","de 200 a 300","BELEZA E PERFUMARIA",6,7,"Wednesday","18-25"
"F","SOLTEIRO","SANTO ANTONIO","de 300 a 400","INFORMATICA",13,2,"Saturday","acima de 60"
"F","CASADO","CENTRO","de 400 a 500","ELETRODOMESTICOS",23,10,"Sunday","35-45"
"F","DIVORCIADO","JARDIM CAMBURI","de 200 a 300","LIVROS",17,4,"Sunday","35-45"
"F","DIVORCIADO","JUCUTUQUARA","de 100 a 200","LIVROS",22,12,"Thursday","35-45"
"F","SOLTEIRO","GOIABEIRAS","de 300 a 400","CELULARES E TELEFONIA",11,4,"Monday","35-45"
"F","CASADO","CENTRO","de 100 a 200","BELEZA E PERFUMARIA",21,5,"Saturday","26-35"
"F","SOLTEIRO","SANTO ANTONIO","de 100 a 200","BELEZA E PERFUMARIA",26,3,"Saturday","18-25"
"F","DIVORCIADO","JARDIM DA PENHA","de 200 a 300","ELETRODOMESTICOS",22,7,"Friday","35-45"
"F","VIUVO","SAO PEDRO","de 300 a 400","DECORACAO",12,3,"Saturday","35-45"
"F","DIVORCIADO","SANTO ANTONIO","de 200 a 300","BRINQUEDOS",13,7,"Wednesday","35-45"
