@RELATION compras

@ATTRIBUTE id NUMERIC
@ATTRIBUTE sexo {F,M}
@ATTRIBUTE estado_civil {DIVORCIADO, SOLTEIRO, VIUVO, CASADO}
@ATTRIBUTE cidade {VITORIA}
@ATTRIBUTE bairro {CENTRO, 'SANTO ANTONIO', JUCUTUQUARA, MARUIPE, 'PRAIA DO CANTO', 'SAO PEDRO', GOIABEIRAS, 'JARDIM CAMBURI', 'JARDIM DA PENHA'}
@ATTRIBUTE estado {'ESPIRITO SANTO'}
@ATTRIBUTE produto STRING
@ATTRIBUTE preco NUMERIC
@ATTRIBUTE estabelecimento {INFORMATICA, BRINQUEDOS, 'CELULARES E TELEFONIA', ELETRODOMESTICOS, 'BELEZA E PERFUMARIA', GAMES, LIVROS, DECORACAO}
@ATTRIBUTE data_compra DATE "yyyy-MM-dd"
@ATTRIBUTE data_compra_dia NUMERIC
@ATTRIBUTE data_compra_mes NUMERIC
@ATTRIBUTE data_compra_semana {DOMINGO, SEGUNDA, TERCA, QUARTA, QUINTA, SEXTA, SABADO}

@DATA
302,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Ergonomic Linen Hat",42.12,"CELULARES E TELEFONIA","2016-10-05",31,4,"SEXTA"
303,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Gorgeous Cotton Car",43.38,"GAMES","2016-04-18",19,1,"QUINTA"
304,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Ergonomic Marble Keyboard",86.52,"CELULARES E TELEFONIA","2016-03-15",14,11,"SABADO"
305,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Wooden Hat",59.37,"LIVROS","2016-11-11",23,5,"SABADO"
306,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Aerodynamic Wool Plate",98.64,"BELEZA E PERFUMARIA","2016-10-19",29,2,"SABADO"
307,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Aerodynamic Paper Shoes",5.82,"BRINQUEDOS","2016-01-31",18,6,"DOMINGO"
308,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Incredible Wool Shirt",32.44,"BRINQUEDOS","2016-04-24",19,5,"SEXTA"
309,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Small Wool Bag",82.4,"CELULARES E TELEFONIA","2016-03-06",24,3,"SABADO"
310,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Sleek Linen Clock",96.86,"GAMES","2016-07-20",24,10,"SEXTA"
311,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Steel Shoes",56.81,"DECORACAO","2016-10-09",26,7,"SABADO"
312,"M","VIUVO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Enormous Rubber Gloves",10.25,"BELEZA E PERFUMARIA","2016-12-16",17,2,"SABADO"
313,"M","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Gorgeous Bronze Pants",54.4,"BELEZA E PERFUMARIA","2016-11-21",7,4,"SEXTA"
314,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Gorgeous Marble Bottle",51.24,"BRINQUEDOS","2016-10-09",9,7,"SABADO"
315,"F","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Enormous Plastic Gloves",84.28,"BRINQUEDOS","2016-12-06",5,11,"DOMINGO"
316,"M","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Practical Iron Knife",69.77,"BELEZA E PERFUMARIA","2016-01-16",27,7,"QUINTA"
317,"M","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Heavy Duty Cotton Computer",2.78,"LIVROS","2016-12-28",21,2,"QUARTA"
318,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Synergistic Granite Plate",5.91,"BRINQUEDOS","2016-12-12",22,5,"SABADO"
319,"M","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Gorgeous Paper Knife",20.69,"INFORMATICA","2016-03-22",2,1,"SEXTA"
320,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Practical Leather Shoes",39.94,"INFORMATICA","2016-10-28",28,10,"QUINTA"
321,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Concrete Computer",87.38,"INFORMATICA","2016-02-03",20,6,"QUINTA"
322,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Practical Paper Pants",7.89,"BRINQUEDOS","2016-05-18",1,10,"SABADO"
323,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Wooden Bag",30.5,"BELEZA E PERFUMARIA","2016-02-28",17,12,"SEXTA"
324,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Leather Knife",94.42,"GAMES","2016-06-15",27,8,"SEXTA"
325,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Fantastic Paper Gloves",92.74,"CELULARES E TELEFONIA","2016-10-14",24,11,"SEXTA"
326,"M","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Rustic Wool Plate",25.94,"INFORMATICA","2016-11-04",18,3,"DOMINGO"
327,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Small Wool Computer",81.16,"LIVROS","2016-09-02",13,10,"SEXTA"
328,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Mediocre Cotton Lamp",43.82,"GAMES","2016-03-17",1,3,"QUARTA"
329,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Copper Pants",5.3,"LIVROS","2016-05-15",19,6,"SABADO"
330,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Intelligent Iron Car",86.92,"INFORMATICA","2016-04-26",24,1,"SEGUNDA"
331,"F","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Lightweight Copper Pants",64.69,"BRINQUEDOS","2016-06-08",23,5,"TERCA"
332,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Awesome Marble Wallet",71.11,"INFORMATICA","2016-03-17",22,9,"SABADO"
333,"M","DIVORCIADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Rustic Aluminum Watch",86.98,"BELEZA E PERFUMARIA","2016-08-09",29,4,"SEGUNDA"
334,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Concrete Keyboard",60.8,"BRINQUEDOS","2016-07-08",14,6,"TERCA"
335,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Synergistic Leather Knife",65.26,"BRINQUEDOS","2016-12-15",30,4,"DOMINGO"
336,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Incredible Cotton Shoes",87.08,"BRINQUEDOS","2016-04-06",4,8,"QUINTA"
337,"M","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Aerodynamic Iron Clock",81.54,"GAMES","2016-10-29",4,4,"SABADO"
338,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Rustic Rubber Shoes",11.97,"ELETRODOMESTICOS","2016-02-03",17,8,"QUINTA"
339,"F","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Practical Paper Keyboard",62.83,"DECORACAO","2016-10-04",18,5,"SABADO"
340,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Aerodynamic Steel Gloves",39.46,"BELEZA E PERFUMARIA","2016-09-21",31,12,"SEXTA"
341,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Enormous Linen Table",71.74,"INFORMATICA","2016-02-08",27,2,"SABADO"
342,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Intelligent Paper Watch",69.16,"BRINQUEDOS","2016-10-03",16,10,"TERCA"
343,"M","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Ergonomic Paper Wallet",73.8,"BRINQUEDOS","2016-10-19",3,12,"SABADO"
344,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Incredible Granite Lamp",75.02,"INFORMATICA","2016-01-17",19,4,"SABADO"
345,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Incredible Steel Car",7.79,"BELEZA E PERFUMARIA","2016-01-01",12,11,"SABADO"
346,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Practical Wooden Wallet",86.62,"GAMES","2016-08-25",4,7,"SABADO"
347,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Leather Table",53.74,"CELULARES E TELEFONIA","2016-01-18",13,6,"SEXTA"
348,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Wooden Watch",97.66,"BRINQUEDOS","2016-11-07",5,2,"QUINTA"
349,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Aluminum Car",28.01,"BELEZA E PERFUMARIA","2016-02-21",16,6,"SABADO"
350,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Rustic Linen Wallet",21.42,"INFORMATICA","2016-10-09",28,9,"QUINTA"
351,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Lightweight Leather Plate",37.53,"BELEZA E PERFUMARIA","2016-08-13",1,1,"SEXTA"
352,"M","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Ergonomic Granite Coat",36.07,"BRINQUEDOS","2016-12-22",4,12,"SEXTA"
353,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Awesome Marble Gloves",88.18,"INFORMATICA","2016-03-27",14,1,"SABADO"
354,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Gorgeous Steel Chair",75.22,"BELEZA E PERFUMARIA","2016-11-06",14,3,"QUINTA"
355,"F","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Heavy Duty Rubber Bag",46.26,"BELEZA E PERFUMARIA","2016-03-25",12,1,"SABADO"
356,"M","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Awesome Granite Bench",93.88,"INFORMATICA","2016-12-13",31,11,"SABADO"
357,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Linen Wallet",42.09,"BRINQUEDOS","2016-01-03",9,7,"SEXTA"
358,"M","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Intelligent Aluminum Pants",48.28,"GAMES","2016-03-24",6,10,"SEGUNDA"
359,"F","DIVORCIADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Mediocre Concrete Bench",70.45,"BRINQUEDOS","2016-11-11",26,6,"SABADO"
360,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Cotton Computer",22.47,"BRINQUEDOS","2016-10-31",1,4,"SABADO"
361,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Granite Computer",29.05,"BELEZA E PERFUMARIA","2016-06-15",14,11,"QUINTA"
362,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Gorgeous Steel Chair",84.13,"LIVROS","2016-12-04",13,6,"SEXTA"
363,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Enormous Aluminum Watch",43.1,"GAMES","2016-03-18",23,8,"SABADO"
364,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Steel Bag",49.47,"INFORMATICA","2016-07-27",9,5,"SABADO"
365,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Aerodynamic Cotton Computer",40.11,"BELEZA E PERFUMARIA","2016-07-15",7,7,"SEXTA"
366,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Fantastic Cotton Knife",78.05,"GAMES","2016-06-05",26,12,"SABADO"
367,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Aerodynamic Wooden Bottle",67.88,"INFORMATICA","2016-04-17",5,12,"SABADO"
368,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Marble Car",96.38,"BRINQUEDOS","2016-02-05",15,9,"SEXTA"
369,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Sleek Aluminum Shirt",32.43,"LIVROS","2016-10-12",29,6,"SABADO"
370,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Aerodynamic Linen Bag",40.76,"GAMES","2016-10-09",29,2,"SABADO"
371,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Synergistic Linen Lamp",96.88,"INFORMATICA","2016-04-13",31,7,"SABADO"
372,"M","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Practical Cotton Bench",89.69,"INFORMATICA","2016-01-29",13,8,"DOMINGO"
373,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Mediocre Steel Bottle",78.55,"INFORMATICA","2016-03-29",25,8,"SABADO"
374,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Mediocre Iron Keyboard",91.55,"BRINQUEDOS","2016-02-07",21,9,"SEGUNDA"
375,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Heavy Duty Cotton Lamp",49.26,"LIVROS","2016-12-15",4,12,"SEXTA"
376,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Sleek Cotton Hat",48.08,"GAMES","2016-01-08",7,4,"SABADO"
377,"M","VIUVO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Enormous Aluminum Shirt",98.93,"INFORMATICA","2016-02-29",4,10,"SABADO"
378,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Awesome Steel Shoes",58.55,"BELEZA E PERFUMARIA","2016-12-15",18,12,"SABADO"
379,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Paper Car",34.91,"CELULARES E TELEFONIA","2016-04-04",21,3,"DOMINGO"
380,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Ergonomic Aluminum Computer",60.76,"BELEZA E PERFUMARIA","2016-05-10",4,7,"SEXTA"
381,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Silk Shoes",42.88,"BRINQUEDOS","2016-11-01",9,2,"SEGUNDA"
382,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Small Silk Keyboard",37.42,"INFORMATICA","2016-06-29",21,4,"TERCA"
383,"F","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Awesome Wooden Shoes",20.48,"CELULARES E TELEFONIA","2016-03-08",10,1,"SABADO"
384,"F","VIUVO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Intelligent Leather Lamp",32.37,"BELEZA E PERFUMARIA","2016-11-18",4,12,"SEXTA"
385,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Gorgeous Granite Pants",72.99,"ELETRODOMESTICOS","2016-05-04",3,3,"SEXTA"
386,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Small Bronze Table",38.04,"LIVROS","2016-01-19",15,6,"SABADO"
387,"F","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Durable Rubber Computer",16.14,"BRINQUEDOS","2016-05-22",22,4,"SABADO"
388,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Wooden Hat",18.42,"CELULARES E TELEFONIA","2016-04-01",13,10,"SABADO"
389,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Aerodynamic Silk Shirt",44.52,"GAMES","2016-01-06",24,8,"SABADO"
390,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Heavy Duty Rubber Shirt",94.08,"INFORMATICA","2016-04-17",18,8,"SEXTA"
391,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Heavy Duty Linen Lamp",92.62,"DECORACAO","2016-02-07",12,10,"QUARTA"
392,"M","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Sleek Iron Shoes",37.42,"LIVROS","2016-03-17",19,7,"SABADO"
393,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Leather Chair",81.05,"LIVROS","2016-08-22",27,11,"QUINTA"
394,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Intelligent Marble Shirt",41.05,"BELEZA E PERFUMARIA","2016-09-30",11,8,"SEXTA"
395,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Gorgeous Wool Pants",18.19,"INFORMATICA","2016-07-04",23,9,"QUINTA"
396,"M","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Gorgeous Bronze Bench",26.47,"GAMES","2016-03-12",28,5,"QUINTA"
397,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Rustic Steel Shirt",84.74,"ELETRODOMESTICOS","2016-12-29",25,9,"DOMINGO"
398,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Mediocre Marble Keyboard",67.07,"BRINQUEDOS","2016-05-24",16,9,"SEXTA"
399,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Lightweight Cotton Watch",52.81,"BRINQUEDOS","2016-12-30",29,5,"SABADO"
400,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Aluminum Keyboard",40.77,"LIVROS","2016-08-03",23,6,"DOMINGO"
401,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Bronze Shoes",91.19,"CELULARES E TELEFONIA","2016-03-11",3,12,"SEGUNDA"
402,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Plastic Shoes",72.51,"BELEZA E PERFUMARIA","2016-08-01",23,3,"DOMINGO"
403,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Synergistic Cotton Clock",84.19,"CELULARES E TELEFONIA","2016-08-02",25,7,"SABADO"
404,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Granite Watch",43.39,"DECORACAO","2016-11-28",2,7,"SEXTA"
405,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Linen Shirt",92.53,"INFORMATICA","2016-10-01",12,1,"SABADO"
406,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Copper Lamp",5.51,"INFORMATICA","2016-12-17",13,11,"SABADO"
407,"F","DIVORCIADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Synergistic Iron Chair",30.26,"GAMES","2016-08-27",14,5,"SABADO"
408,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Awesome Silk Watch",72.84,"BELEZA E PERFUMARIA","2016-07-16",12,12,"SABADO"
409,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Sleek Paper Coat",16.72,"INFORMATICA","2016-08-04",31,3,"SEXTA"
410,"M","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Fantastic Aluminum Clock",10.87,"INFORMATICA","2016-05-02",15,3,"SABADO"
411,"M","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Synergistic Wooden Plate",23.62,"BELEZA E PERFUMARIA","2016-03-15",27,10,"QUINTA"
412,"M","VIUVO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Rustic Iron Shirt",67.96,"BRINQUEDOS","2016-09-29",31,5,"SABADO"
413,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Sleek Leather Clock",20.06,"CELULARES E TELEFONIA","2016-11-14",26,10,"DOMINGO"
414,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Cotton Table",64.25,"BELEZA E PERFUMARIA","2016-01-28",15,8,"DOMINGO"
415,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Practical Silk Hat",64.19,"BELEZA E PERFUMARIA","2016-07-30",17,2,"SEXTA"
416,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Rustic Marble Pants",9.83,"INFORMATICA","2016-07-06",11,12,"SABADO"
417,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Aerodynamic Leather Clock",80.05,"DECORACAO","2016-03-11",23,2,"SEXTA"
418,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Aluminum Bench",78.06,"CELULARES E TELEFONIA","2016-01-10",27,5,"DOMINGO"
419,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Copper Shirt",96.69,"GAMES","2016-11-24",26,12,"SABADO"
420,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Steel Gloves",5.61,"BRINQUEDOS","2016-09-02",30,6,"DOMINGO"
421,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Sleek Iron Pants",79.91,"INFORMATICA","2016-08-04",30,7,"SABADO"
422,"M","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Lightweight Silk Plate",92,"INFORMATICA","2016-04-28",4,2,"SABADO"
423,"F","DIVORCIADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Ergonomic Concrete Bottle",91.15,"LIVROS","2016-01-19",12,7,"TERCA"
424,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Aerodynamic Marble Coat",1.48,"INFORMATICA","2016-01-02",14,2,"SABADO"
425,"F","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Heavy Duty Marble Shirt",5.03,"LIVROS","2016-11-25",25,1,"SEXTA"
426,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Marble Bench",64.67,"BELEZA E PERFUMARIA","2016-08-25",13,10,"SABADO"
427,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Intelligent Concrete Table",13.27,"GAMES","2016-04-17",5,1,"TERCA"
428,"F","VIUVO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Sleek Plastic Hat",85.22,"CELULARES E TELEFONIA","2016-12-08",28,5,"SABADO"
429,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Rubber Watch",57.74,"INFORMATICA","2016-06-14",12,7,"DOMINGO"
430,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Small Wool Plate",34.32,"BRINQUEDOS","2016-11-15",24,2,"DOMINGO"
431,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Gorgeous Copper Coat",99.73,"BELEZA E PERFUMARIA","2016-05-20",7,6,"SABADO"
432,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Awesome Aluminum Clock",32.76,"DECORACAO","2016-07-16",26,2,"DOMINGO"
433,"F","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Ergonomic Silk Plate",83.82,"GAMES","2016-11-14",17,12,"SEGUNDA"
434,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Heavy Duty Granite Keyboard",82,"GAMES","2016-02-01",23,1,"SEXTA"
435,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Heavy Duty Wool Car",4.18,"LIVROS","2016-07-05",20,9,"DOMINGO"
436,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Bronze Watch",76.24,"LIVROS","2016-01-14",8,9,"SEXTA"
437,"M","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Small Aluminum Lamp",12.57,"DECORACAO","2016-04-08",14,10,"SABADO"
438,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Fantastic Paper Bag",44.08,"BELEZA E PERFUMARIA","2016-10-13",27,9,"TERCA"
439,"M","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Mediocre Rubber Chair",38.42,"DECORACAO","2016-11-12",5,6,"DOMINGO"
440,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Lightweight Wooden Pants",49.59,"GAMES","2016-05-13",4,6,"SEXTA"
441,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Fantastic Silk Clock",3.14,"CELULARES E TELEFONIA","2016-05-03",9,10,"QUARTA"
442,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Sleek Silk Shirt",39.97,"BELEZA E PERFUMARIA","2016-08-15",22,11,"SEXTA"
443,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Fantastic Paper Keyboard",33.84,"CELULARES E TELEFONIA","2016-04-13",7,12,"SEXTA"
444,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Synergistic Plastic Computer",55.21,"BELEZA E PERFUMARIA","2016-04-07",20,8,"QUARTA"
445,"F","DIVORCIADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Mediocre Aluminum Coat",62.8,"BRINQUEDOS","2016-12-24",2,7,"SEGUNDA"
446,"F","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Small Concrete Bag",69.6,"INFORMATICA","2016-01-15",1,2,"SEXTA"
447,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Practical Granite Clock",89.86,"INFORMATICA","2016-09-29",1,12,"SABADO"
448,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Heavy Duty Paper Lamp",54.88,"ELETRODOMESTICOS","2016-11-27",23,7,"DOMINGO"
449,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Mediocre Aluminum Plate",76.35,"INFORMATICA","2016-05-09",16,9,"SABADO"
450,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Marble Plate",41.25,"INFORMATICA","2016-01-10",10,4,"QUARTA"
451,"M","VIUVO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Mediocre Leather Computer",23.33,"DECORACAO","2016-03-07",10,11,"SABADO"
452,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Copper Car",45.47,"GAMES","2016-02-17",23,3,"SABADO"
453,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Silk Bag",87.91,"BELEZA E PERFUMARIA","2016-12-07",28,2,"SEXTA"
454,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Iron Gloves",13.65,"ELETRODOMESTICOS","2016-05-08",14,3,"SABADO"
455,"F","DIVORCIADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Lightweight Bronze Bench",51.23,"BRINQUEDOS","2016-08-16",13,7,"SABADO"
