@RELATION compras

@ATTRIBUTE id NUMERIC
@ATTRIBUTE sexo STRING
@ATTRIBUTE estado_civil STRING
@ATTRIBUTE cidade STRING
@ATTRIBUTE bairro STRING
@ATTRIBUTE estado STRING
@ATTRIBUTE produto STRING
@ATTRIBUTE preco NUMERIC
@ATTRIBUTE estabelecimento STRING
@ATTRIBUTE data_compra DATE "yyyy-MM-dd"

@DATA
1392,"F","DIVORCIADO","VITORIA","SANTO ANTONIO","Amapá","Gorgeous Leather Hat",68.33,"Industrial","2017-09-23"
1393,"F","VIÚVO","VITORIA","JARDIM CAMBURI","Roraima","Fantastic Wool Pants",98.15,"Beauty & Shoes","2017-10-17"
1394,"M","CASADO","VITORIA","SANTO ANTONIO","Rio Grande do Sul","Intelligent Rubber Watch",83.99,"Outdoors & Baby","2017-09-27"
1395,"F","VIÚVO","VITORIA","SANTO ANTONIO","Distrito Federal","Fantastic Wool Keyboard",77.5,"Beauty, Computers & Electronics","2017-09-24"
1396,"F","CASADO","VITORIA","JARDIM DA PENHA","Piauí","Practical Wooden Clock",57.55,"Games, Baby & Kids","2017-09-21"
1397,"M","CASADO","VITORIA","SAO PEDRO","Rio de Janeiro","Ergonomic Bronze Wallet",51.66,"Beauty, Shoes & Garden","2017-09-19"
1398,"F","VIÚVO","VITORIA","JUCUTUQUARA","Bahia","Rustic Marble Shoes",66.61,"Industrial & Outdoors","2017-10-29"
1399,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","Paraná","Sleek Paper Pants",5.7,"Grocery, Clothing & Home","2017-10-30"
1400,"M","VIÚVO","VITORIA","JARDIM CAMBURI","Mato Grosso do Sul","Incredible Steel Shirt",89.17,"Garden","2017-09-29"
1401,"F","CASADO","VITORIA","GOIABEIRAS","Espírito Santo","Mediocre Copper Pants",89.21,"Beauty","2017-09-23"
1402,"M","CASADO","VITORIA","JARDIM CAMBURI","Pernambuco","Durable Rubber Clock",52.95,"Electronics, Health & Grocery","2017-09-19"
1403,"M","SOLTEIRO","VITORIA","JARDIM DA PENHA","Rio Grande do Norte","Durable Linen Shirt",74.15,"Kids, Movies & Outdoors","2017-10-26"
1404,"F","SOLTEIRO","VITORIA","CENTRO","Rio Grande do Sul","Rustic Wooden Bag",49.25,"Music, Games & Automotive","2017-11-07"
1405,"M","SOLTEIRO","VITORIA","CENTRO","Espírito Santo","Heavy Duty Iron Plate",21.38,"Sports & Shoes","2017-09-11"
1406,"F","DIVORCIADO","VITORIA","CENTRO","Santa Catarina","Ergonomic Wool Bench",92.49,"Grocery, Automotive & Computers","2017-09-13"
1407,"M","CASADO","VITORIA","MARUÍPE","Piauí","Intelligent Rubber Watch",28.42,"Games, Sports & Health","2017-10-15"
1408,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","São Paulo","Practical Granite Wallet",17.46,"Sports & Tools","2017-10-23"
1409,"F","SOLTEIRO","VITORIA","MARUÍPE","Piauí","Small Wool Gloves",4.93,"Grocery, Clothing & Sports","2017-10-21"
1410,"M","CASADO","VITORIA","PRAIA DO CANTO","Ceará","Incredible Copper Bottle",96.24,"Shoes & Games","2017-11-05"
1411,"M","CASADO","VITORIA","GOIABEIRAS","Mato Grosso","Heavy Duty Concrete Knife",73.83,"Health","2017-09-13"
1412,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","Roraima","Mediocre Plastic Shirt",2.22,"Sports, Music & Beauty","2017-10-06"
1413,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","Bahia","Ergonomic Aluminum Chair",50.1,"Health & Jewelry","2017-09-12"
1414,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","Paraná","Fantastic Leather Computer",96.76,"Tools, Health & Games","2017-10-07"
1415,"F","VIÚVO","VITORIA","JARDIM DA PENHA","Rondônia","Lightweight Wool Table",64.72,"Music & Toys","2017-10-09"
1416,"M","DIVORCIADO","VITORIA","SAO PEDRO","Pernambuco","Sleek Steel Clock",67.19,"Garden, Beauty & Shoes","2017-09-18"
1417,"F","DIVORCIADO","VITORIA","JARDIM DA PENHA","Piauí","Gorgeous Wool Shoes",6.44,"Shoes","2017-10-14"
1418,"M","SOLTEIRO","VITORIA","SAO PEDRO","Rio de Janeiro","Sleek Iron Shirt",22.31,"Baby, Industrial & Computers","2017-09-24"
1419,"F","SOLTEIRO","VITORIA","MARUÍPE","Rondônia","Gorgeous Copper Bag",98.61,"Electronics, Grocery & Movies","2017-11-09"
1420,"F","DIVORCIADO","VITORIA","JARDIM DA PENHA","Maranhão","Durable Concrete Bench",93.13,"Books","2017-11-06"
1421,"F","CASADO","VITORIA","MARUÍPE","Rio de Janeiro","Aerodynamic Wool Pants",28.88,"Jewelry, Baby & Industrial","2017-11-08"
1422,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","Pará","Heavy Duty Iron Computer",3.33,"Movies, Automotive & Music","2017-11-07"
1423,"M","DIVORCIADO","VITORIA","PRAIA DO CANTO","Pará","Ergonomic Leather Hat",26.23,"Automotive","2017-10-11"
1424,"M","VIÚVO","VITORIA","GOIABEIRAS","Rio Grande do Norte","Fantastic Iron Chair",45.84,"Clothing & Garden","2017-09-21"
1425,"F","VIÚVO","VITORIA","JARDIM CAMBURI","Alagoas","Small Copper Knife",72.7,"Industrial & Garden","2017-11-09"
1426,"F","DIVORCIADO","VITORIA","JARDIM DA PENHA","Maranhão","Durable Linen Bag",90.14,"Automotive & Books","2017-09-15"
1427,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","Acre","Gorgeous Granite Watch",10.99,"Music","2017-11-03"
1428,"F","CASADO","VITORIA","MARUÍPE","Bahia","Heavy Duty Iron Pants",11.29,"Shoes & Health","2017-10-20"
1429,"M","VIÚVO","VITORIA","MARUÍPE","Alagoas","Lightweight Bronze Car",67.14,"Computers, Industrial & Grocery","2017-09-12"
1430,"M","VIÚVO","VITORIA","GOIABEIRAS","Paraíba","Rustic Wooden Coat",95.28,"Garden","2017-10-21"
1431,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","Rondônia","Fantastic Wooden Watch",86.7,"Computers, Health & Kids","2017-09-23"
1432,"F","CASADO","VITORIA","JARDIM DA PENHA","Alagoas","Sleek Leather Pants",88.74,"Toys, Music & Garden","2017-09-24"
1433,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","Minas Gerais","Enormous Silk Knife",98.74,"Grocery, Toys & Health","2017-11-05"
1434,"M","DIVORCIADO","VITORIA","GOIABEIRAS","Paraná","Awesome Leather Keyboard",65.02,"Books & Computers","2017-11-03"
1435,"M","VIÚVO","VITORIA","JARDIM CAMBURI","Paraíba","Awesome Leather Lamp",8.06,"Toys","2017-10-08"
1436,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","Maranhão","Incredible Concrete Knife",34.81,"Books","2017-09-21"
1437,"M","SOLTEIRO","VITORIA","CENTRO","Alagoas","Durable Concrete Shoes",17.1,"Books, Baby & Computers","2017-10-01"
1438,"F","CASADO","VITORIA","JUCUTUQUARA","Rio de Janeiro","Gorgeous Silk Bench",28.42,"Music, Shoes & Jewelry","2017-10-09"
1439,"F","DIVORCIADO","VITORIA","CENTRO","Pernambuco","Enormous Marble Knife",93.47,"Tools & Beauty","2017-10-06"
1440,"M","VIÚVO","VITORIA","JARDIM DA PENHA","Piauí","Aerodynamic Iron Computer",25.2,"Garden, Home & Movies","2017-10-31"
1441,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","Acre","Enormous Copper Hat",2.22,"Computers","2017-11-08"
1442,"F","SOLTEIRO","VITORIA","GOIABEIRAS","Acre","Mediocre Concrete Shoes",80.06,"Movies, Music & Industrial","2017-11-05"
1443,"F","CASADO","VITORIA","CENTRO","Mato Grosso do Sul","Heavy Duty Granite Wallet",22.24,"Automotive & Tools","2017-10-06"
1444,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","Paraná","Intelligent Plastic Pants",49.62,"Baby, Books & Health","2017-11-03"
1445,"M","DIVORCIADO","VITORIA","GOIABEIRAS","Rio Grande do Norte","Rustic Plastic Computer",95.14,"Outdoors & Music","2017-10-09"
1446,"M","CASADO","VITORIA","SANTO ANTONIO","Espírito Santo","Intelligent Linen Bottle",38.95,"Health, Music & Electronics","2017-10-28"
1447,"F","VIÚVO","VITORIA","SANTO ANTONIO","Alagoas","Sleek Plastic Bench",13.33,"Kids & Electronics","2017-10-29"
1448,"F","DIVORCIADO","VITORIA","CENTRO","Distrito Federal","Small Steel Pants",70.81,"Games","2017-10-25"
1449,"F","VIÚVO","VITORIA","SANTO ANTONIO","Amazonas","Synergistic Copper Coat",1.25,"Computers, Grocery & Shoes","2017-10-21"
1450,"F","VIÚVO","VITORIA","MARUÍPE","Rio Grande do Sul","Ergonomic Marble Table",61.25,"Beauty","2017-10-20"
1451,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","Mato Grosso do Sul","Gorgeous Aluminum Car",80.21,"Movies & Electronics","2017-09-17"
1452,"F","VIÚVO","VITORIA","PRAIA DO CANTO","Pará","Lightweight Rubber Wallet",47.48,"Health","2017-10-20"
1453,"F","SOLTEIRO","VITORIA","GOIABEIRAS","Santa Catarina","Durable Leather Pants",15.16,"Beauty & Computers","2017-10-14"
1454,"F","DIVORCIADO","VITORIA","JUCUTUQUARA","São Paulo","Fantastic Marble Wallet",92.64,"Toys","2017-09-29"
1455,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","Mato Grosso do Sul","Gorgeous Granite Computer",73.83,"Clothing & Automotive","2017-09-19"
1456,"F","CASADO","VITORIA","JARDIM CAMBURI","Amazonas","Aerodynamic Cotton Gloves",1.08,"Electronics & Kids","2017-10-15"
1457,"F","VIÚVO","VITORIA","JUCUTUQUARA","Rio de Janeiro","Incredible Linen Lamp",86.64,"Grocery","2017-10-17"
1458,"F","CASADO","VITORIA","MARUÍPE","Paraná","Sleek Wooden Wallet",61.54,"Electronics","2017-11-01"
1459,"F","CASADO","VITORIA","JUCUTUQUARA","Ceará","Aerodynamic Leather Knife",93.74,"Sports, Books & Games","2017-09-29"
1460,"M","DIVORCIADO","VITORIA","PRAIA DO CANTO","Espírito Santo","Sleek Copper Watch",13.45,"Games & Jewelry","2017-10-12"
1461,"M","SOLTEIRO","VITORIA","MARUÍPE","Amapá","Fantastic Wooden Wallet",88.69,"Sports, Beauty & Kids","2017-10-21"
1462,"F","DIVORCIADO","VITORIA","SAO PEDRO","Alagoas","Ergonomic Silk Computer",74.84,"Clothing","2017-10-17"
1463,"M","DIVORCIADO","VITORIA","JUCUTUQUARA","Rio Grande do Sul","Sleek Silk Pants",73.09,"Garden, Clothing & Baby","2017-10-31"
1464,"M","SOLTEIRO","VITORIA","MARUÍPE","Ceará","Aerodynamic Marble Pants",49.37,"Grocery & Computers","2017-09-17"
1465,"F","DIVORCIADO","VITORIA","SANTO ANTONIO","Acre","Rustic Linen Coat",11.51,"Jewelry & Home","2017-09-26"
1466,"M","VIÚVO","VITORIA","JUCUTUQUARA","Santa Catarina","Practical Linen Plate",36.09,"Home & Grocery","2017-11-07"
1467,"F","VIÚVO","VITORIA","MARUÍPE","Alagoas","Heavy Duty Paper Bag",63.88,"Kids & Automotive","2017-09-15"
1468,"F","VIÚVO","VITORIA","GOIABEIRAS","Maranhão","Awesome Bronze Plate",17.14,"Home & Kids","2017-09-30"
1469,"M","CASADO","VITORIA","PRAIA DO CANTO","Bahia","Durable Aluminum Bottle",74.49,"Music, Tools & Beauty","2017-09-24"
1470,"M","SOLTEIRO","VITORIA","JARDIM DA PENHA","Mato Grosso do Sul","Practical Cotton Bag",62.53,"Garden, Home & Clothing","2017-11-03"
1471,"F","VIÚVO","VITORIA","JARDIM CAMBURI","Pará","Aerodynamic Plastic Bench",3.29,"Music","2017-10-20"
1472,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","Alagoas","Ergonomic Granite Keyboard",74.02,"Automotive & Movies","2017-10-23"
1473,"F","CASADO","VITORIA","JARDIM DA PENHA","Amapá","Practical Concrete Table",5.37,"Garden","2017-09-27"
1474,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","Amazonas","Gorgeous Plastic Bag",78.47,"Computers","2017-09-14"
1475,"F","CASADO","VITORIA","JARDIM DA PENHA","Mato Grosso","Fantastic Bronze Clock",61.94,"Industrial, Garden & Electronics","2017-09-23"
1476,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","Mato Grosso","Heavy Duty Plastic Knife",70.86,"Baby & Beauty","2017-10-09"
1477,"F","CASADO","VITORIA","GOIABEIRAS","Pará","Practical Granite Car",41.69,"Home, Toys & Industrial","2017-10-10"
1478,"F","CASADO","VITORIA","SANTO ANTONIO","Maranhão","Sleek Steel Bottle",45.73,"Grocery & Garden","2017-10-19"
1479,"M","VIÚVO","VITORIA","JUCUTUQUARA","Paraná","Awesome Steel Computer",60.84,"Sports","2017-11-04"
1480,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","Rondônia","Aerodynamic Granite Gloves",94.64,"Movies","2017-09-22"
1481,"M","VIÚVO","VITORIA","PRAIA DO CANTO","Espírito Santo","Practical Leather Keyboard",58.6,"Automotive","2017-10-26"
1482,"F","VIÚVO","VITORIA","MARUÍPE","São Paulo","Durable Copper Table",71.35,"Sports, Movies & Shoes","2017-10-19"
1483,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","Rio de Janeiro","Durable Wool Coat",14.85,"Clothing & Garden","2017-10-28"
1484,"F","DIVORCIADO","VITORIA","JUCUTUQUARA","Maranhão","Intelligent Aluminum Shoes",59.96,"Shoes & Kids","2017-10-21"
1485,"M","VIÚVO","VITORIA","MARUÍPE","Amazonas","Heavy Duty Paper Plate",61.01,"Electronics","2017-10-24"
1486,"M","VIÚVO","VITORIA","SAO PEDRO","Rio Grande do Norte","Fantastic Silk Bench",62.91,"Health, Jewelry & Games","2017-10-28"
1487,"F","VIÚVO","VITORIA","JARDIM CAMBURI","Mato Grosso","Fantastic Silk Shirt",18.74,"Baby, Beauty & Home","2017-10-12"
1488,"M","DIVORCIADO","VITORIA","GOIABEIRAS","Minas Gerais","Enormous Steel Plate",69.8,"Home","2017-10-01"
1489,"F","DIVORCIADO","VITORIA","SAO PEDRO","Goiás","Aerodynamic Plastic Gloves",27.82,"Music","2017-10-10"
1490,"M","VIÚVO","VITORIA","GOIABEIRAS","Rio Grande do Sul","Rustic Leather Watch",11.29,"Music","2017-10-05"
1491,"F","VIÚVO","VITORIA","CENTRO","Mato Grosso","Gorgeous Plastic Keyboard",87.93,"Industrial & Music","2017-09-15"
1492,"F","CASADO","VITORIA","CENTRO","Paraíba","Sleek Wooden Clock",59.93,"Games, Tools & Grocery","2017-10-31"
1493,"M","VIÚVO","VITORIA","CENTRO","Rio de Janeiro","Fantastic Steel Bottle",8.48,"Clothing, Automotive & Jewelry","2017-10-20"
1494,"M","VIÚVO","VITORIA","JARDIM DA PENHA","Rio de Janeiro","Heavy Duty Aluminum Plate",69.19,"Beauty","2017-10-23"
1495,"F","VIÚVO","VITORIA","GOIABEIRAS","Rio Grande do Sul","Aerodynamic Cotton Table",17.83,"Beauty & Shoes","2017-09-10"
1496,"M","SOLTEIRO","VITORIA","CENTRO","Rio Grande do Sul","Ergonomic Marble Coat",46.02,"Computers & Beauty","2017-09-18"
1497,"M","SOLTEIRO","VITORIA","SAO PEDRO","Bahia","Incredible Linen Gloves",44.44,"Clothing, Electronics & Beauty","2017-10-25"
1498,"F","DIVORCIADO","VITORIA","JARDIM DA PENHA","Alagoas","Heavy Duty Granite Shoes",0.38,"Garden, Electronics & Music","2017-09-12"
1499,"F","CASADO","VITORIA","MARUÍPE","Paraná","Mediocre Copper Lamp",11.58,"Baby, Outdoors & Health","2017-09-24"
1500,"M","VIÚVO","VITORIA","SANTO ANTONIO","Distrito Federal","Incredible Granite Bag",19.85,"Books","2017-09-19"
1501,"M","DIVORCIADO","VITORIA","MARUÍPE","Piauí","Intelligent Wooden Car",29.2,"Outdoors","2017-09-30"
1502,"M","SOLTEIRO","VITORIA","GOIABEIRAS","Roraima","Gorgeous Copper Watch",2.83,"Grocery, Automotive & Electronics","2017-10-21"
1503,"F","CASADO","VITORIA","MARUÍPE","Sergipe","Fantastic Concrete Hat",82.54,"Beauty, Toys & Baby","2017-11-05"
1504,"M","SOLTEIRO","VITORIA","SAO PEDRO","Ceará","Synergistic Linen Knife",22.07,"Baby, Games & Industrial","2017-09-13"
1505,"M","VIÚVO","VITORIA","SANTO ANTONIO","Distrito Federal","Synergistic Silk Chair",98.82,"Sports","2017-10-17"
1506,"F","DIVORCIADO","VITORIA","SAO PEDRO","Paraná","Awesome Granite Plate",24.07,"Grocery & Industrial","2017-10-13"
1507,"M","CASADO","VITORIA","GOIABEIRAS","Santa Catarina","Ergonomic Steel Gloves",34.06,"Garden & Kids","2017-09-30"
1508,"M","VIÚVO","VITORIA","GOIABEIRAS","Pará","Heavy Duty Linen Bench",72.61,"Sports, Electronics & Beauty","2017-09-30"
1509,"M","DIVORCIADO","VITORIA","SANTO ANTONIO","Sergipe","Ergonomic Silk Keyboard",18.95,"Shoes & Sports","2017-10-26"
1510,"M","VIÚVO","VITORIA","SAO PEDRO","Ceará","Intelligent Plastic Bench",12.51,"Health, Outdoors & Home","2017-10-08"
1511,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","Paraíba","Aerodynamic Rubber Plate",88.23,"Kids, Automotive & Sports","2017-10-21"
1512,"M","CASADO","VITORIA","PRAIA DO CANTO","Mato Grosso","Aerodynamic Rubber Knife",38.84,"Music","2017-11-06"
1513,"M","VIÚVO","VITORIA","PRAIA DO CANTO","Bahia","Synergistic Cotton Keyboard",55.63,"Industrial & Movies","2017-09-15"
1514,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","Rio Grande do Norte","Gorgeous Bronze Keyboard",35.94,"Shoes, Garden & Movies","2017-09-27"
1515,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","Amazonas","Practical Paper Chair",65.43,"Garden & Clothing","2017-10-16"
1516,"F","VIÚVO","VITORIA","JARDIM CAMBURI","Goiás","Intelligent Concrete Plate",18.41,"Clothing & Kids","2017-09-29"
1517,"M","VIÚVO","VITORIA","MARUÍPE","Rondônia","Sleek Aluminum Bottle",14.99,"Jewelry & Electronics","2017-11-02"
1518,"F","CASADO","VITORIA","JARDIM DA PENHA","Maranhão","Enormous Marble Coat",1.37,"Computers","2017-09-29"
1519,"M","CASADO","VITORIA","SAO PEDRO","Pará","Aerodynamic Cotton Bench",55.72,"Health","2017-10-19"
1520,"F","VIÚVO","VITORIA","SANTO ANTONIO","Paraíba","Ergonomic Plastic Plate",68.46,"Movies & Health","2017-11-02"
1521,"M","VIÚVO","VITORIA","GOIABEIRAS","Santa Catarina","Fantastic Rubber Pants",32.45,"Electronics, Tools & Industrial","2017-09-18"
1522,"M","VIÚVO","VITORIA","MARUÍPE","Santa Catarina","Rustic Granite Hat",2.2,"Home","2017-10-16"
1523,"F","VIÚVO","VITORIA","PRAIA DO CANTO","Ceará","Lightweight Paper Bench",95.83,"Clothing & Outdoors","2017-10-13"
1524,"M","DIVORCIADO","VITORIA","MARUÍPE","Santa Catarina","Durable Steel Wallet",59.84,"Beauty, Games & Health","2017-10-02"
1525,"M","DIVORCIADO","VITORIA","CENTRO","Maranhão","Rustic Copper Shirt",40.43,"Computers & Health","2017-10-21"
1526,"F","CASADO","VITORIA","CENTRO","Piauí","Ergonomic Copper Lamp",61.12,"Shoes, Grocery & Automotive","2017-10-05"
1527,"M","CASADO","VITORIA","GOIABEIRAS","Pernambuco","Practical Bronze Car",41.32,"Jewelry & Clothing","2017-10-06"
1528,"F","SOLTEIRO","VITORIA","SAO PEDRO","Alagoas","Sleek Wool Pants",0.16,"Games","2017-09-19"
1529,"F","DIVORCIADO","VITORIA","SANTO ANTONIO","Pernambuco","Mediocre Steel Shirt",68.12,"Shoes & Beauty","2017-10-22"
1530,"F","VIÚVO","VITORIA","SAO PEDRO","Rio Grande do Norte","Intelligent Silk Knife",34.34,"Electronics, Music & Movies","2017-11-06"
1531,"F","CASADO","VITORIA","MARUÍPE","Roraima","Ergonomic Marble Shoes",32.81,"Movies, Computers & Jewelry","2017-10-21"
1532,"M","SOLTEIRO","VITORIA","CENTRO","Alagoas","Awesome Copper Shirt",76.96,"Electronics, Garden & Baby","2017-10-01"
1533,"F","DIVORCIADO","VITORIA","SANTO ANTONIO","Roraima","Small Steel Watch",66.41,"Clothing, Computers & Industrial","2017-09-18"
1534,"M","CASADO","VITORIA","SAO PEDRO","Espírito Santo","Synergistic Granite Coat",89.58,"Automotive","2017-09-18"
1535,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","Tocantins","Practical Iron Table",88.08,"Outdoors, Beauty & Tools","2017-09-16"
1536,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","Rio Grande do Sul","Mediocre Iron Watch",30.77,"Computers, Sports & Industrial","2017-09-30"
1537,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","Roraima","Sleek Wooden Knife",10.75,"Shoes & Sports","2017-10-19"
1538,"F","SOLTEIRO","VITORIA","MARUÍPE","Mato Grosso","Synergistic Bronze Chair",6.19,"Industrial","2017-09-30"
1539,"M","CASADO","VITORIA","JARDIM DA PENHA","Mato Grosso do Sul","Fantastic Leather Computer",50.52,"Kids, Grocery & Sports","2017-09-28"
1540,"M","DIVORCIADO","VITORIA","SANTO ANTONIO","Pernambuco","Enormous Rubber Coat",78.68,"Tools","2017-10-08"
1541,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","Amazonas","Gorgeous Rubber Keyboard",30.59,"Jewelry","2017-09-16"
1542,"F","SOLTEIRO","VITORIA","SAO PEDRO","Alagoas","Heavy Duty Steel Plate",28.5,"Games, Sports & Grocery","2017-09-19"
1543,"F","VIÚVO","VITORIA","JARDIM DA PENHA","Distrito Federal","Enormous Marble Knife",87.54,"Beauty, Shoes & Books","2017-10-11"
1544,"F","DIVORCIADO","VITORIA","SANTO ANTONIO","Piauí","Durable Cotton Coat",43.18,"Automotive & Grocery","2017-11-01"
1545,"M","SOLTEIRO","VITORIA","MARUÍPE","Roraima","Sleek Granite Shoes",89.41,"Outdoors & Beauty","2017-09-29"
1546,"F","VIÚVO","VITORIA","GOIABEIRAS","Amapá","Enormous Granite Shoes",92.81,"Music","2017-09-20"
1547,"F","DIVORCIADO","VITORIA","CENTRO","Maranhão","Lightweight Bronze Chair",30.35,"Jewelry & Grocery","2017-10-15"
1548,"M","CASADO","VITORIA","PRAIA DO CANTO","Maranhão","Enormous Aluminum Hat",99.72,"Toys, Games & Automotive","2017-09-28"
1549,"F","SOLTEIRO","VITORIA","CENTRO","Alagoas","Aerodynamic Silk Bottle",80.89,"Grocery, Garden & Shoes","2017-10-08"
1550,"F","VIÚVO","VITORIA","PRAIA DO CANTO","Goiás","Gorgeous Iron Chair",79.71,"Tools, Sports & Industrial","2017-09-23"
1551,"M","VIÚVO","VITORIA","JUCUTUQUARA","Ceará","Awesome Wool Knife",17.29,"Clothing","2017-10-27"
1552,"F","DIVORCIADO","VITORIA","JUCUTUQUARA","Mato Grosso do Sul","Rustic Copper Bottle",72.07,"Beauty, Baby & Automotive","2017-09-11"
1553,"F","CASADO","VITORIA","CENTRO","Roraima","Durable Rubber Bench",25.12,"Home & Games","2017-10-22"
1554,"F","DIVORCIADO","VITORIA","SAO PEDRO","Rondônia","Incredible Aluminum Shoes",81.5,"Computers","2017-10-14"
1555,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","Sergipe","Incredible Copper Coat",51.82,"Home & Baby","2017-10-02"
1556,"F","VIÚVO","VITORIA","SAO PEDRO","Pernambuco","Small Silk Plate",16.86,"Health","2017-10-23"
1557,"M","VIÚVO","VITORIA","JARDIM DA PENHA","Maranhão","Sleek Silk Gloves",46.12,"Sports & Toys","2017-10-15"
1558,"M","SOLTEIRO","VITORIA","GOIABEIRAS","Espírito Santo","Rustic Copper Bottle",78.64,"Sports & Beauty","2017-11-08"
1559,"M","CASADO","VITORIA","CENTRO","Bahia","Durable Rubber Wallet",7.75,"Toys","2017-09-29"
1560,"F","CASADO","VITORIA","SAO PEDRO","Roraima","Ergonomic Copper Coat",24.07,"Industrial & Books","2017-11-03"
1561,"F","SOLTEIRO","VITORIA","CENTRO","Minas Gerais","Ergonomic Cotton Hat",45.14,"Industrial","2017-10-11"
1562,"M","CASADO","VITORIA","PRAIA DO CANTO","São Paulo","Enormous Plastic Clock",86.52,"Jewelry & Garden","2017-09-15"
1563,"M","SOLTEIRO","VITORIA","SAO PEDRO","Mato Grosso do Sul","Synergistic Granite Bag",86.73,"Tools, Home & Electronics","2017-11-09"
1564,"F","CASADO","VITORIA","JARDIM DA PENHA","Rio Grande do Sul","Intelligent Aluminum Lamp",92.1,"Clothing","2017-10-22"
1565,"F","DIVORCIADO","VITORIA","MARUÍPE","Mato Grosso","Aerodynamic Rubber Shoes",68.52,"Computers","2017-09-29"
1566,"M","DIVORCIADO","VITORIA","JUCUTUQUARA","Rio de Janeiro","Rustic Paper Table",46.1,"Kids","2017-10-29"
1567,"M","CASADO","VITORIA","PRAIA DO CANTO","São Paulo","Incredible Rubber Lamp",65.47,"Jewelry, Kids & Home","2017-10-04"
1568,"M","VIÚVO","VITORIA","CENTRO","Pará","Synergistic Copper Lamp",96.69,"Beauty, Health & Garden","2017-09-27"
1569,"F","DIVORCIADO","VITORIA","SAO PEDRO","Bahia","Rustic Iron Lamp",99.62,"Clothing, Jewelry & Computers","2017-09-20"
1570,"F","CASADO","VITORIA","JARDIM CAMBURI","Tocantins","Lightweight Wooden Keyboard",87.87,"Health, Outdoors & Music","2017-10-18"
1571,"F","CASADO","VITORIA","MARUÍPE","São Paulo","Heavy Duty Wool Wallet",17.09,"Clothing & Kids","2017-10-12"
1572,"M","VIÚVO","VITORIA","MARUÍPE","Distrito Federal","Intelligent Steel Table",16.62,"Music & Games","2017-10-24"
1573,"F","CASADO","VITORIA","PRAIA DO CANTO","Mato Grosso do Sul","Heavy Duty Linen Coat",42.83,"Grocery","2017-10-14"
1574,"M","VIÚVO","VITORIA","SAO PEDRO","Pará","Practical Paper Bag",15.65,"Toys & Computers","2017-10-12"
1575,"F","VIÚVO","VITORIA","JUCUTUQUARA","Minas Gerais","Lightweight Wooden Bag",21.55,"Garden, Computers & Baby","2017-10-11"
1576,"F","SOLTEIRO","VITORIA","GOIABEIRAS","Amapá","Synergistic Marble Keyboard",97.67,"Books & Music","2017-10-20"
1577,"M","CASADO","VITORIA","JARDIM DA PENHA","Sergipe","Sleek Bronze Bottle",28.8,"Kids","2017-09-19"
1578,"M","CASADO","VITORIA","JARDIM DA PENHA","Rio Grande do Sul","Small Wooden Computer",84.01,"Toys","2017-10-28"
1579,"F","CASADO","VITORIA","JARDIM DA PENHA","Mato Grosso do Sul","Intelligent Wooden Gloves",22.56,"Beauty","2017-09-21"
1580,"M","DIVORCIADO","VITORIA","SAO PEDRO","Tocantins","Small Silk Plate",0.41,"Games, Sports & Books","2017-11-03"
1581,"F","VIÚVO","VITORIA","JARDIM CAMBURI","Espírito Santo","Fantastic Bronze Lamp",54.42,"Outdoors","2017-10-02"
1582,"F","VIÚVO","VITORIA","PRAIA DO CANTO","Tocantins","Lightweight Paper Computer",59.17,"Jewelry","2017-10-02"
1583,"F","CASADO","VITORIA","SAO PEDRO","Rio Grande do Sul","Intelligent Leather Keyboard",61.18,"Clothing & Garden","2017-11-01"
1584,"F","CASADO","VITORIA","PRAIA DO CANTO","Rondônia","Rustic Aluminum Lamp",85.24,"Automotive","2017-10-14"
1585,"M","VIÚVO","VITORIA","MARUÍPE","Goiás","Fantastic Paper Wallet",60.77,"Jewelry","2017-10-10"
