@RELATION compras

@ATTRIBUTE id NUMERIC
@ATTRIBUTE sexo {F,M}
@ATTRIBUTE estado_civil {DIVORCIADO, SOLTEIRO, VIUVO, CASADO}
@ATTRIBUTE cidade {VITORIA}
@ATTRIBUTE bairro {CENTRO, 'SANTO ANTONIO', JUCUTUQUARA, MARUIPE, 'PRAIA DO CANTO', 'SAO PEDRO', GOIABEIRAS, 'JARDIM CAMBURI', 'JARDIM DA PENHA'}
@ATTRIBUTE estado {'ESPIRITO SANTO'}
@ATTRIBUTE produto STRING
@ATTRIBUTE preco NUMERIC
@ATTRIBUTE estabelecimento {INFORMATICA, BRINQUEDOS, 'CELULARES E TELEFONIA', ELETRODOMESTICOS, 'BELEZA E PERFUMARIA', GAMES, LIVROS, DECORACAO}
@ATTRIBUTE data_compra DATE "yyyy-MM-dd"
@ATTRIBUTE data_compra_dia NUMERIC
@ATTRIBUTE data_compra_mes NUMERIC
@ATTRIBUTE data_compra_semana {Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday}

@DATA
275,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Durable Granite Plate",75.83,"BELEZA E PERFUMARIA","2016-05-14T21:00:00-03:00",14,5,"Saturday"
276,"M","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Incredible Silk Knife",17.27,"DECORACAO","2016-04-30T21:00:00-03:00",30,4,"Saturday"
277,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Lightweight Copper Knife",98.55,"GAMES","2016-04-03T21:00:00-03:00",3,4,"Sunday"
278,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Lightweight Steel Car",19.15,"GAMES","2016-10-20T22:00:00-02:00",20,10,"Thursday"
279,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Synergistic Bronze Keyboard",28.42,"CELULARES E TELEFONIA","2016-10-23T22:00:00-02:00",23,10,"Sunday"
280,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Ergonomic Rubber Car",38.88,"DECORACAO","2016-10-08T21:00:00-03:00",8,10,"Saturday"
281,"F","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Enormous Copper Gloves",24.85,"BRINQUEDOS","2016-03-27T21:00:00-03:00",27,3,"Sunday"
282,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Awesome Leather Chair",91.29,"ELETRODOMESTICOS","2016-01-08T22:00:00-02:00",8,1,"Friday"
283,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Synergistic Aluminum Hat",27.76,"BRINQUEDOS","2016-12-23T22:00:00-02:00",23,12,"Friday"
284,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Silk Lamp",61.23,"INFORMATICA","2016-05-28T21:00:00-03:00",28,5,"Saturday"
285,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Iron Knife",29.76,"CELULARES E TELEFONIA","2016-06-16T21:00:00-03:00",16,6,"Thursday"
286,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Incredible Cotton Coat",46.81,"INFORMATICA","2016-04-14T21:00:00-03:00",14,4,"Thursday"
287,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Mediocre Concrete Coat",85.8,"GAMES","2016-02-07T22:00:00-02:00",7,2,"Sunday"
288,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Bronze Clock",73.01,"BELEZA E PERFUMARIA","2016-04-01T21:00:00-03:00",1,4,"Friday"
289,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Practical Steel Pants",71.61,"INFORMATICA","2016-12-12T22:00:00-02:00",12,12,"Monday"
290,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Small Granite Plate",31.39,"DECORACAO","2016-06-17T21:00:00-03:00",17,6,"Friday"
291,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Leather Knife",13.78,"BELEZA E PERFUMARIA","2016-05-07T21:00:00-03:00",7,5,"Saturday"
292,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Practical Copper Chair",36.33,"BRINQUEDOS","2016-09-17T21:00:00-03:00",17,9,"Saturday"
293,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Wool Table",93.32,"INFORMATICA","2016-04-21T21:00:00-03:00",21,4,"Thursday"
294,"F","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Enormous Copper Keyboard",54.36,"BRINQUEDOS","2016-06-11T21:00:00-03:00",11,6,"Saturday"
295,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Practical Plastic Shirt",54.5,"BRINQUEDOS","2016-04-09T21:00:00-03:00",9,4,"Saturday"
296,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Rubber Hat",6.23,"INFORMATICA","2016-02-29T21:00:00-03:00",29,2,"Monday"
297,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Synergistic Plastic Computer",3.6,"INFORMATICA","2016-08-07T21:00:00-03:00",7,8,"Sunday"
298,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Heavy Duty Silk Knife",5.13,"ELETRODOMESTICOS","2016-06-25T21:00:00-03:00",25,6,"Saturday"
299,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Concrete Keyboard",39.15,"BRINQUEDOS","2016-02-27T21:00:00-03:00",27,2,"Saturday"
300,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Iron Watch",15.64,"LIVROS","2016-08-06T21:00:00-03:00",6,8,"Saturday"
301,"M","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Small Silk Shirt",32.1,"CELULARES E TELEFONIA","2016-12-02T22:00:00-02:00",2,12,"Friday"
302,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Leather Table",99.41,"BELEZA E PERFUMARIA","2016-07-23T21:00:00-03:00",23,7,"Saturday"
303,"F","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Sleek Plastic Coat",92.22,"BELEZA E PERFUMARIA","2016-10-07T21:00:00-03:00",7,10,"Friday"
304,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Steel Keyboard",67.12,"INFORMATICA","2016-10-29T22:00:00-02:00",29,10,"Saturday"
305,"M","CASADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Practical Copper Table",71.87,"INFORMATICA","2016-05-11T21:00:00-03:00",11,5,"Wednesday"
306,"M","DIVORCIADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Sleek Paper Shirt",55.97,"BELEZA E PERFUMARIA","2016-07-08T21:00:00-03:00",8,7,"Friday"
307,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Intelligent Copper Wallet",87.39,"DECORACAO","2016-06-17T21:00:00-03:00",17,6,"Friday"
308,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Practical Granite Lamp",67,"BELEZA E PERFUMARIA","2016-10-06T21:00:00-03:00",6,10,"Thursday"
309,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Mediocre Plastic Bag",13.99,"LIVROS","2016-11-04T22:00:00-02:00",4,11,"Friday"
310,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Concrete Knife",0.6,"INFORMATICA","2016-03-26T21:00:00-03:00",26,3,"Saturday"
311,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Lightweight Leather Hat",20.14,"DECORACAO","2016-10-01T21:00:00-03:00",1,10,"Saturday"
312,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Cotton Plate",28.27,"DECORACAO","2016-12-03T22:00:00-02:00",3,12,"Saturday"
313,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Ergonomic Bronze Computer",22.23,"BELEZA E PERFUMARIA","2016-05-14T21:00:00-03:00",14,5,"Saturday"
314,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Steel Bag",71.72,"BRINQUEDOS","2016-04-28T21:00:00-03:00",28,4,"Thursday"
315,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Concrete Bag",92,"BELEZA E PERFUMARIA","2016-09-03T21:00:00-03:00",3,9,"Saturday"
316,"M","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Small Marble Chair",50.59,"BRINQUEDOS","2016-08-06T21:00:00-03:00",6,8,"Saturday"
317,"F","DIVORCIADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Heavy Duty Steel Watch",85.05,"INFORMATICA","2016-02-20T22:00:00-02:00",20,2,"Saturday"
318,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Mediocre Cotton Pants",47.47,"CELULARES E TELEFONIA","2016-06-06T21:00:00-03:00",6,6,"Monday"
319,"M","SOLTEIRO","VITORIA","MARUIPE","ESPIRITO SANTO","Lightweight Copper Bag",34.47,"BELEZA E PERFUMARIA","2016-06-11T21:00:00-03:00",11,6,"Saturday"
320,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Awesome Linen Car",89.12,"BRINQUEDOS","2016-12-10T22:00:00-02:00",10,12,"Saturday"
321,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Plastic Bench",80.47,"BRINQUEDOS","2016-03-06T21:00:00-03:00",6,3,"Sunday"
322,"M","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Durable Linen Shirt",9.19,"INFORMATICA","2016-08-07T21:00:00-03:00",7,8,"Sunday"
323,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Durable Paper Plate",13.43,"CELULARES E TELEFONIA","2016-05-14T21:00:00-03:00",14,5,"Saturday"
324,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Ergonomic Aluminum Computer",86.17,"BRINQUEDOS","2016-07-15T21:00:00-03:00",15,7,"Friday"
325,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Practical Granite Shirt",14.66,"BRINQUEDOS","2016-03-16T21:00:00-03:00",16,3,"Wednesday"
326,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Aerodynamic Wool Pants",95.93,"DECORACAO","2016-10-01T21:00:00-03:00",1,10,"Saturday"
327,"F","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Heavy Duty Wool Bag",63.47,"DECORACAO","2016-02-27T21:00:00-03:00",27,2,"Saturday"
328,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Gorgeous Linen Lamp",31.89,"GAMES","2016-10-18T22:00:00-02:00",18,10,"Tuesday"
329,"F","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Enormous Rubber Chair",46.09,"CELULARES E TELEFONIA","2016-04-22T21:00:00-03:00",22,4,"Friday"
330,"M","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Synergistic Paper Knife",59.48,"DECORACAO","2016-12-06T22:00:00-02:00",6,12,"Tuesday"
331,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Small Plastic Bottle",99.34,"INFORMATICA","2016-07-02T21:00:00-03:00",2,7,"Saturday"
332,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Ergonomic Paper Coat",76.15,"INFORMATICA","2016-09-26T21:00:00-03:00",26,9,"Monday"
333,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Leather Shirt",78.41,"GAMES","2016-01-12T22:00:00-02:00",12,1,"Tuesday"
334,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Fantastic Linen Computer",53.84,"CELULARES E TELEFONIA","2016-05-28T21:00:00-03:00",28,5,"Saturday"
335,"M","CASADO","VITORIA","MARUIPE","ESPIRITO SANTO","Small Copper Table",58.44,"GAMES","2016-10-01T21:00:00-03:00",1,10,"Saturday"
336,"F","CASADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Practical Concrete Gloves",38.44,"ELETRODOMESTICOS","2016-12-21T22:00:00-02:00",21,12,"Wednesday"
337,"F","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Intelligent Iron Bag",45.01,"BELEZA E PERFUMARIA","2016-10-01T21:00:00-03:00",1,10,"Saturday"
338,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Small Silk Keyboard",95.98,"BELEZA E PERFUMARIA","2016-01-09T22:00:00-02:00",9,1,"Saturday"
339,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Leather Gloves",55.85,"INFORMATICA","2016-12-07T22:00:00-02:00",7,12,"Wednesday"
340,"M","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Intelligent Linen Knife",98.75,"BELEZA E PERFUMARIA","2016-07-01T21:00:00-03:00",1,7,"Friday"
341,"F","SOLTEIRO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Synergistic Rubber Shoes",84.45,"BRINQUEDOS","2016-07-29T21:00:00-03:00",29,7,"Friday"
342,"M","DIVORCIADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Durable Granite Hat",42.26,"GAMES","2016-09-30T21:00:00-03:00",30,9,"Friday"
343,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Aerodynamic Copper Shoes",8.88,"BRINQUEDOS","2016-05-26T21:00:00-03:00",26,5,"Thursday"
344,"F","VIUVO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Mediocre Steel Bottle",64.84,"GAMES","2016-04-09T21:00:00-03:00",9,4,"Saturday"
345,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Enormous Leather Plate",60.67,"INFORMATICA","2016-02-13T22:00:00-02:00",13,2,"Saturday"
346,"M","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Small Granite Coat",69.76,"BRINQUEDOS","2016-09-25T21:00:00-03:00",25,9,"Sunday"
347,"M","SOLTEIRO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Awesome Aluminum Bottle",0.85,"ELETRODOMESTICOS","2016-11-02T22:00:00-02:00",2,11,"Wednesday"
348,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Heavy Duty Linen Shirt",9.85,"BRINQUEDOS","2016-11-12T22:00:00-02:00",12,11,"Saturday"
349,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Aerodynamic Steel Coat",90.62,"INFORMATICA","2016-06-21T21:00:00-03:00",21,6,"Tuesday"
350,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Mediocre Aluminum Shirt",19.37,"BELEZA E PERFUMARIA","2016-09-03T21:00:00-03:00",3,9,"Saturday"
351,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Ergonomic Copper Wallet",30.39,"INFORMATICA","2016-08-03T21:00:00-03:00",3,8,"Wednesday"
352,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Practical Rubber Hat",84.84,"BELEZA E PERFUMARIA","2016-12-03T22:00:00-02:00",3,12,"Saturday"
353,"F","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Gorgeous Paper Car",84.37,"GAMES","2016-12-04T22:00:00-02:00",4,12,"Sunday"
354,"F","CASADO","VITORIA","SAO PEDRO","ESPIRITO SANTO","Incredible Linen Gloves",57.5,"BELEZA E PERFUMARIA","2016-02-20T22:00:00-02:00",20,2,"Saturday"
355,"F","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Enormous Leather Table",44.37,"ELETRODOMESTICOS","2016-11-24T22:00:00-02:00",24,11,"Thursday"
356,"M","DIVORCIADO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Heavy Duty Plastic Hat",51.76,"BRINQUEDOS","2016-06-26T21:00:00-03:00",26,6,"Sunday"
357,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Practical Iron Knife",29.54,"CELULARES E TELEFONIA","2016-10-29T22:00:00-02:00",29,10,"Saturday"
358,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Lightweight Silk Bag",18.88,"DECORACAO","2016-06-04T21:00:00-03:00",4,6,"Saturday"
359,"M","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Rustic Granite Watch",1.32,"BRINQUEDOS","2016-11-12T22:00:00-02:00",12,11,"Saturday"
360,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Rustic Wooden Bench",64.1,"ELETRODOMESTICOS","2016-12-17T22:00:00-02:00",17,12,"Saturday"
361,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Ergonomic Linen Bag",57.08,"GAMES","2016-09-18T21:00:00-03:00",18,9,"Sunday"
362,"F","DIVORCIADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Mediocre Steel Knife",46.08,"CELULARES E TELEFONIA","2016-09-05T21:00:00-03:00",5,9,"Monday"
363,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Mediocre Copper Bench",28.15,"ELETRODOMESTICOS","2016-02-16T22:00:00-02:00",16,2,"Tuesday"
364,"M","SOLTEIRO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Lightweight Paper Coat",24.4,"INFORMATICA","2016-03-27T21:00:00-03:00",27,3,"Sunday"
365,"F","SOLTEIRO","VITORIA","CENTRO","ESPIRITO SANTO","Enormous Copper Shirt",92.45,"CELULARES E TELEFONIA","2016-02-07T22:00:00-02:00",7,2,"Sunday"
366,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Gorgeous Iron Lamp",67.2,"INFORMATICA","2016-12-10T22:00:00-02:00",10,12,"Saturday"
367,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Ergonomic Leather Chair",8.97,"INFORMATICA","2016-03-28T21:00:00-03:00",28,3,"Monday"
368,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Enormous Concrete Bench",36.29,"BRINQUEDOS","2016-07-02T21:00:00-03:00",2,7,"Saturday"
369,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Silk Bag",18.75,"INFORMATICA","2016-03-18T21:00:00-03:00",18,3,"Friday"
370,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Bronze Hat",9.66,"INFORMATICA","2016-11-20T22:00:00-02:00",20,11,"Sunday"
371,"M","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Lightweight Cotton Hat",57.95,"DECORACAO","2016-08-27T21:00:00-03:00",27,8,"Saturday"
372,"M","SOLTEIRO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Incredible Copper Lamp",81.09,"INFORMATICA","2016-03-27T21:00:00-03:00",27,3,"Sunday"
373,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Concrete Car",42.85,"DECORACAO","2016-08-12T21:00:00-03:00",12,8,"Friday"
374,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Rustic Wooden Bottle",70.34,"GAMES","2016-11-28T22:00:00-02:00",28,11,"Monday"
375,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Aerodynamic Rubber Shoes",4.7,"INFORMATICA","2016-05-22T21:00:00-03:00",22,5,"Sunday"
376,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Aluminum Shirt",77.67,"ELETRODOMESTICOS","2016-07-16T21:00:00-03:00",16,7,"Saturday"
377,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Gorgeous Wooden Table",56.08,"BRINQUEDOS","2016-06-06T21:00:00-03:00",6,6,"Monday"
378,"M","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Fantastic Wooden Table",41.85,"BELEZA E PERFUMARIA","2016-04-09T21:00:00-03:00",9,4,"Saturday"
379,"F","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Small Linen Gloves",36.73,"ELETRODOMESTICOS","2016-02-28T21:00:00-03:00",28,2,"Sunday"
380,"M","CASADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Intelligent Marble Hat",82.21,"CELULARES E TELEFONIA","2016-09-17T21:00:00-03:00",17,9,"Saturday"
381,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Heavy Duty Paper Coat",65.13,"INFORMATICA","2016-12-23T22:00:00-02:00",23,12,"Friday"
382,"M","VIUVO","VITORIA","JARDIM DA PENHA","ESPIRITO SANTO","Lightweight Aluminum Knife",61.57,"INFORMATICA","2016-11-23T22:00:00-02:00",23,11,"Wednesday"
383,"M","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Synergistic Silk Shirt",62.53,"BRINQUEDOS","2016-03-25T21:00:00-03:00",25,3,"Friday"
384,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Small Bronze Knife",92.84,"BELEZA E PERFUMARIA","2016-10-16T22:00:00-02:00",16,10,"Sunday"
385,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Intelligent Wooden Bag",25.77,"BELEZA E PERFUMARIA","2016-08-02T21:00:00-03:00",2,8,"Tuesday"
386,"F","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Practical Aluminum Bottle",14.62,"GAMES","2016-10-29T22:00:00-02:00",29,10,"Saturday"
387,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Wool Computer",90.85,"GAMES","2016-05-06T21:00:00-03:00",6,5,"Friday"
388,"M","DIVORCIADO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Sleek Rubber Gloves",77.99,"INFORMATICA","2016-05-06T21:00:00-03:00",6,5,"Friday"
389,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Synergistic Silk Bench",74.55,"BRINQUEDOS","2016-11-25T22:00:00-02:00",25,11,"Friday"
390,"F","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Enormous Linen Watch",52.2,"BELEZA E PERFUMARIA","2016-10-28T22:00:00-02:00",28,10,"Friday"
391,"F","CASADO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Rustic Concrete Computer",39.52,"BELEZA E PERFUMARIA","2016-05-27T21:00:00-03:00",27,5,"Friday"
392,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Heavy Duty Copper Table",4.52,"ELETRODOMESTICOS","2016-07-27T21:00:00-03:00",27,7,"Wednesday"
393,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Heavy Duty Linen Bag",12.18,"INFORMATICA","2016-07-09T21:00:00-03:00",9,7,"Saturday"
394,"F","VIUVO","VITORIA","SANTO ANTONIO","ESPIRITO SANTO","Durable Marble Knife",4.89,"BELEZA E PERFUMARIA","2016-04-22T21:00:00-03:00",22,4,"Friday"
395,"M","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Sleek Paper Knife",48.51,"DECORACAO","2016-07-22T21:00:00-03:00",22,7,"Friday"
396,"F","CASADO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Practical Iron Table",34.62,"BRINQUEDOS","2016-07-22T21:00:00-03:00",22,7,"Friday"
397,"F","CASADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Bronze Wallet",9.44,"LIVROS","2016-12-30T22:00:00-02:00",30,12,"Friday"
398,"F","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Durable Cotton Bottle",0.03,"BELEZA E PERFUMARIA","2016-06-29T21:00:00-03:00",29,6,"Wednesday"
399,"F","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Small Granite Wallet",3.24,"CELULARES E TELEFONIA","2016-03-28T21:00:00-03:00",28,3,"Monday"
400,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Aerodynamic Marble Shirt",65.67,"BELEZA E PERFUMARIA","2016-07-25T21:00:00-03:00",25,7,"Monday"
401,"M","VIUVO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Fantastic Wooden Wallet",55.06,"LIVROS","2016-09-26T21:00:00-03:00",26,9,"Monday"
402,"F","DIVORCIADO","VITORIA","JUCUTUQUARA","ESPIRITO SANTO","Enormous Marble Car",45.32,"INFORMATICA","2016-04-27T21:00:00-03:00",27,4,"Wednesday"
403,"M","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Incredible Linen Hat",27.44,"GAMES","2016-09-10T21:00:00-03:00",10,9,"Saturday"
404,"M","DIVORCIADO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Rustic Iron Knife",19.54,"BRINQUEDOS","2016-09-28T21:00:00-03:00",28,9,"Wednesday"
405,"F","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Lightweight Bronze Shoes",30.35,"BRINQUEDOS","2016-11-10T22:00:00-02:00",10,11,"Thursday"
406,"M","SOLTEIRO","VITORIA","JARDIM CAMBURI","ESPIRITO SANTO","Awesome Bronze Knife",67.31,"BRINQUEDOS","2016-04-22T21:00:00-03:00",22,4,"Friday"
407,"M","SOLTEIRO","VITORIA","GOIABEIRAS","ESPIRITO SANTO","Sleek Iron Gloves",43.59,"INFORMATICA","2016-03-03T21:00:00-03:00",3,3,"Thursday"
408,"F","VIUVO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Aerodynamic Cotton Gloves",92.69,"INFORMATICA","2016-03-26T21:00:00-03:00",26,3,"Saturday"
409,"F","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Rustic Wooden Shoes",93.4,"CELULARES E TELEFONIA","2016-02-26T21:00:00-03:00",26,2,"Friday"
410,"M","CASADO","VITORIA","CENTRO","ESPIRITO SANTO","Sleek Copper Bench",37.96,"BELEZA E PERFUMARIA","2016-09-17T21:00:00-03:00",17,9,"Saturday"
411,"M","VIUVO","VITORIA","CENTRO","ESPIRITO SANTO","Enormous Granite Coat",23.79,"GAMES","2016-01-24T22:00:00-02:00",24,1,"Sunday"
412,"M","DIVORCIADO","VITORIA","CENTRO","ESPIRITO SANTO","Mediocre Plastic Plate",34.31,"BELEZA E PERFUMARIA","2016-04-23T21:00:00-03:00",23,4,"Saturday"
413,"F","SOLTEIRO","VITORIA","PRAIA DO CANTO","ESPIRITO SANTO","Practical Marble Coat",63.58,"BRINQUEDOS","2016-06-18T21:00:00-03:00",18,6,"Saturday"
